input,answer
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: points and the focusing accuracy of each focusing point has
B: If team members meet the requirements the captain can receive points of
C: Guo Xiaoqing Yes I know him right Mo",BAC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: three-point attack is fierce enough but it requires
B: for about seconds yet it costs around million dollars If
C: Ring Road Liangguang Road north-south central axis road Majiabao",BCA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: counterfeit What a surprise It's obvious that it's
B: but at the end of the season the new
C: show for superstars History is enough to prove everything In",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: Therefore flooring companies should make full use of media platforms
B: Hollywood classic dress on the red carpet with
C: image of being fat and old and dressed up",ACB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: and employee team spirit At the same time after consumers understand
B: performed a unified prompt will be given Operation failed
C: who enjoys a wealth of educative experiences In a word",ACB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: the following opening sentence There is no denying the fact
B: someone asking him such a question during a formal
C: a blue glare it can be locked with one click locking",CAB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: money and promote the rolling development of Europeans At the
B: was just a century with a slight American accent
C: to promote them as comprehensively as possible and establish a brand",CAB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: of high-quality characters is determined by the number of
B: of art that carries boundless creativity Gum like heels banana
C: What do some supermarkets do to motivate their employees Why does",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: use them to review and conceptualize the essay section Be
B: shown in Figure and four steps We should use past model essays
C: by Hanhong Real Estate had a marble fireplace cover",BAC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: of wooden door brands from other places in Chongqing
B: You're absolutely right It costs you nothing You'd better develop
C: half of this year personal housing mortgage loans reached billion yuan a",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: accident and she wanted to exchange her old Republic of China coins
B: large cap stocks is relatively low compared to the future
C: are all equipped with elevators and have a total of floors",ACB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: like figure PK highlight Chinese style elements the more ethnic
B: enough Xie Na is getting married but before getting married Miss Xie
C: simple pick and roll unable to extricate themselves On the defensive",BCA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: who played Mew and was only years old was already
B: you and a new chapter of the Three Kingdoms is waiting for you
C: in our country and the initial coordination work was carried out",BCA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: is a subjunctive mood which is a combination of should and the verb
B: a bit dazzling but I felt that walking into a small alley made me return to
C: The upcoming closed beta of Yanhuang Online revolves around well-known",BAC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: that the average net asset value of equity funds increased
B: really tiresome they are not the Sherlock Holmes we imagined He believed that
C: semiconductor production capacity installed or modified to cater to this trend This change in consumption patterns",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: also makes us forget who the key players of the Grizzlies were A
B: year-on-year and the sales area of commercial residential housing increased by
C: historical figure the notorious Victorian era sorcerer and mystic scholar",ABC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: last year Guangzhou formulated the first domestic development plan for new and renewable energy and by
B: not shown any signs of fatigue In the Lincoln Center Motion Picture Association Honor
C: distribute dividends at a ratio of yuan per shares based on the distributable profits as of March",CAB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: asset value of the fund showed a weighted average growth rate of for equity non index funds
B: Allen has continuously filmed films such as The Last Point Cassandra's Dream and Midnight
C: singing skills which is full of gimmicks To match the villain Paris wore blonde hair heavy",ACB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: may want to pay attention From the design of the exterior it is very simple and
B: with low noise The CMOS image sensor it is equipped with is a product
C: Bairen Reflects all melee attacks within a certain period of time but also takes damage to oneself",CAB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: Williams said The Nets are also very clear about what he is thinking they
B: Magic's perimeter team does not have this ability and Howard's interior team is too easily influenced by
C: how the Grizzlies release the Twin Towers will be the key to the game After the",BCA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: two peoples The exchange and cooperation between China and the United States in education culture technology and
B: Thousand Trees Faenza's new ceramic tiles the Teak King series are designed with the concept
C: shots at the beginning of the third quarter allowed Shandong team to counterattack successfully and their advantage of",CAB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: activate this legal case Because in fact there are still many areas worth discussing regarding this
B: eligible social organizations could apply for pre tax deduction qualifications for public welfare donations Including public funds
C: coat combined with a shoulder bag creating a fashionable retro style Celebrity demonstration Alessandra Ambrosio's",BAC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: The Yanjing Aviation City with its outstanding high cost-effectiveness advantage has become the biggest highlight
B: through practice and action The shopping mall is like a battlefield where the brave meet on narrow roads
C: Mao Yushi On an early summer afternoon led by the editor in chief Mr Liu Wenbin the",BCA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: a pedestrian an official in charge of pilgrimage and questioning and was involved in national affairs
B: relatively well last week with the good performance of indices such as the Shanghai Stock Exchange and
C: of mobile internet connected chess and card games and leisure games Games such as Landlord",BAC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: a rapid upward trend which has to some extent stabilized the overall market The market trading volume continues
B: support nearly domestic banks as well as popular non bank card payments that are popular among players Many prepaid
C: the fourth quarter At the same time Vanke A became a hidden heavy holding stock of",BAC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: in a low-key manner He said that whether to settle in Shanghai City cannot be said now
B: is yuan per square meter It is a story tower with staircases and households with a
C: have reported that even if they choose high-quality flooring with high brand awareness the flooring cannot achieve a",CAB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: and at this time it has announced its intention to enter Shanghai City which clearly means
B: and integrate key information to alleviate memory pressure and aid in organizing the writing process There is
C: insists that the current excess liquidity will inevitably lead to a rapid rise in China's real estate market",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: you have the Wanderer's Peace Talisman purchased from the Treasure Mall you can let your children
B: exude a strong ethnic style with enamel and metallic textures mixed with East Asian and gypsy temperament showcasing a
C: he will still be respected Papa Bear In terms of efficiency value he has already set the worst",BCA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: is a mid-range DSLR camera with a megapixel imaging capability and a DIGIC image processor Its excellent picture quality
B: the Lakers pulled the score apart twice it was Peja and Dirk who scored three runs in
C: of the new Tianji products has been significantly improved and the strong value of the East District Replacement",ACB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: support for lossless music formats APE FLAC supports Microsoft PlayFX sound effects high-speed USB interface dual threading tasks supports
B: choose to buy property in the southern part of Beijing The above information is for reference only
C: Sam Young and Tony Allen even stood in the wrong position once both of them were looking for",ACB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: occupancy time was at the end of square meter Heart Mansion with three bedrooms two living rooms
B: and recovery of the real estate industry this round have come much faster than expected seemingly exceeding the imagination
C: the Apple Online App Store in March with a price of With the attention of countless",BAC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: as a key focus of product construction Faced with a large central landscape garden of square meters the person
B: key points in the outline Because the examiners need about seconds to score they do not want to see essays
C: and the price is only around Hong Kong dollars Although more expensive than Jiaojiao Bags they are",BAC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: industrialization is ultimately a problem brought about by development On the other hand to ultimately solve the
B: the divine domain and they are ready to face the challenges of the divine domain world Players are
C: the small boss is turned the Holy Shield can be used to throw medicine to the",BAC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: provident fund loan disbursement is accelerated it is difficult to catch up with the speed From the perspective
B: a speech on whatever subject that interests you Enclosed in this letter is a time schedule
C: fourth quarter of last year In the fourth quarter of the number of money market shares increased",ACB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: MMORPG online game with a Western style fantasy background featuring Q-version character and monster settings and a landscape
B: perspective of economic fundamentals the worst time has passed With the government's strong investment drive there will be no
C: Company was established in August with successful investment cases including Mudanjiang Youbo Pharmaceutical Harbin Zhongchen Technology",BAC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: old Huang Shiwei has won the crown According to Wang Wei the general manager of Red
B: in investment capabilities of different fund companies during the establishment period of sub new funds Pay attention to the
C: and eliminated by the Mavericks remains to be seen Likes Nei Nei is considering trying the free market",BCA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: threatening him not to continue delivering sand On October a sand truck attempted to enter the residential area but
B: question afterwards On Tianya Forum a post titled Live began leaking answers to various question types such as
C: being about three times that of China If you can come up with such sentences it's no",ABC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: on the significant increase in holdings in the first quarter multiple funds continue to show their favor
B: three industries from these industry indices to launch umbrella industry ETF funds Among major industries the Shanghai Financial
C: According to the police members of the gang do not usually keep in touch with each other Since mid",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: industry its stock price is above yuan By estimation the wealth of the Xue family will exceed billion
B: Office and the State Council Office issued the Opinions on Deepening the Governance of Small treasuries in
C: share capital Among them million shares were converted in the first quarter of this year and the balance of",CAB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: promotion of reform with economic and social development and combine it with the vital interests of
B: of the total outstanding shares In addition Shangtou Morgan China Advantage Jiashi CSI and Boshi Yufu have
C: During the event you can ask the Queen of Liangdu to receive a task to collect crystal stone fragments",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: more likely to gain What most people haven t closely related to the lack of exercise Key phrases virtual passive
B: match their favorite spirit beast it will be frustrating For detailed information on spirit beast skills and synthesis
C: be Li Gui Fake goods have always been a lingering shadow of high-quality and reputable products Enterprises crack down",ACB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: such as wardrobes shoe cabinets bathroom cabinets etc attracting the attention of many consumers According to a
B: He is a fast and tall man who can create sufficient threats to opponents under the basket On the offensive
C: impact of going public on the home furnishing industry in no particular order Blue Oriental Yin Yuxin Sina Home Becomes a Leader in the",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: or small and the blue version of the body may be due to color reasons making it look smaller
B: of billion yuan with only Sinochem Fangxing which has a state-owned enterprise background still confidently bidding Pan Shiyi
C: this work surprised me as the author in terms of script and character creation at the same time both the",CAB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: on the conversation you have just heard Why does the man choose to take an evening course What does the
B: original true false questions i e YES NO NOT GIVEN questions have been replaced by multiple-choice questions
C: and difficulty of the questions the greater the room for candidates to express themselves Challenges and",ABC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: he needs to gain more playing time to become the main attacking point on the offensive end Sometimes Green is a complete polymath on
B: is about to be submitted and is expected to be launched within the year Not long ago
C: buying and selling The reporter recently learned that an umbrella ETF product tracking the Shanghai Stock Exchange industry index under a",ACB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: Exclusive Article Statement For works text images charts that indicate the source of Wealth Management Week please indicate
B: his performance which is also reasonable Group photo The most beautiful stripper demonstrates the beauty of flat shoes Introduction Striptease Tita Wantis has completed
C: the biggest impact of Rong Zhijian's resignation on this century old family Reporter Shen Wei I want to comment The new",BCA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: real estate market real estate blog the concentrated outbreak of demand the relative shortage of supply the easing of financial pressure on enterprises and
B: be able to consistently achieve high reading scores The key issue is that the question setters are not you but the
C: surprise special offer for the opening of Building is currently underway Surprise VIP customers receive great value rewards with",ABC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: Big Knife Gate Shangguan Hong Upon entering Hengyang City it was heard that a bloody incident had occurred at Dadaomen Qiao
B: short-term policies is that they can easily trigger market fluctuations Real estate investment is a long-term investment For real estate enterprises if they obtain
C: healthy and orderly development of engineering construction strictly investigate and punish the illegal and irregular intervention of leading cadres in engineering construction and further curb",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: reporter What the fuck did you say The reporter showed him the news Seeing the gossip on the reporter's phone he felt helpless They
B: reach a consensus you can sign the contract When signing a contract it is necessary to clarify responsibilities and rights Subsequently go to the property
C: thematic structure Shou Oshii has strongly returned to the world series The story of Air Assassins takes place at Japanese air bases",BAC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: cost we have summarized a set of practical promotional methods that effectively improve the visibility and reputation of flooring companies with lower advertising costs
B: funds is the fund manager However different funds managed by the same fund manager have shown varying degrees of performance differences since the beginning of
C: community It is reported that the trees named by Shangbei Center this time include about trees such as magnolia wutong acacia cedar",BAC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: regular season this data is slightly behind James averaged points and rebounds per game compared to Ronaldo this season and his shooting percentage is also significantly
B: him Anji continued So will the Celtics sign a long-term contract with Green In an interview with Boston Sports Angie revealed that
C: you think the policy orientation for stabilizing the market should start Zhu Zhongyi My basic view on the current real estate market is to maintain",ACB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: no longer needs any proof only a championship ring is missing He is at least one of the top players
B: moisture prevention should ensure quality High quality aluminum film is not easy to tear by hand while low-quality aluminum film is easy to break
C: when purchasing funds but just because a fund manager can manage a stock fund with a size of billion does not mean",BCA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: the College English Test Band approaches many students have written letters asking the same question How can I improve my writing skills in a short
B: asked Mr Xu to exchange two RMB Republic of China banknotes with the handsome young man and then come back to make up for
C: a lifetime but true love can last forever Origin and fate fade away yet fate continues love arises and continues A brand new",ABC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: signed two more contracts At the beginning of through cooperation with Bank of Communications Bank of Communications Schroder gained something in Guangzhou Due
B: one hand film producers refused to pay actors again because of the rebroadcasting of programs or films on new media such as television or
C: direct elections competing for seats Therefore it is not surprising that there has been an unprecedentedly intense propaganda war To avoid the impact of crowds",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: and belong to public housing and their costs should be disclosed In the past China used to be a poor area but now
B: their height being similar to that of Andrew Bynum but they did not expect his performance to decline so quickly Bynum's attacking desire today is not
C: the Ministry of Health on the establishment of the national essential drug system Zheng Hong Director of the Drug Policy and Essential Drug System Department of the",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: The Olympus camera is on sale for at the festive feast of the times The Olympus is an entry-level DSLR camera with megapixel
B: fund of the Year of the Ox AIA Huatai Monetary Fund is about to be launched in the near future Meanwhile the reporter found that AIA
C: increase by an average of percentage points compared to last year Hu Xiaoyi stated that the national finance will significantly increase the subsidy level for urban residents",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: They will not officially leave until March Their arrival will release a large amount of experience and props with rich content and infinite surprises
B: always Birkin who wins the bid As is well known Birkin Bag has a famous Chinese translation called Platinum Bag In addition to its pronunciation using
C: messages during chat Added Player's Warehouse Savings Function Added Pressing the key can change the chat box to three states full screen normal and hidden Addition Added",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: across the mountain against their pet which can cause significant damage and transfer it to their character This move is really ruthless When fighting in groups
B: Best Single Visual Effects of the Year Most Outstanding Dynamic Character in live action films and Most Outstanding Composite Image As for last summer's
C: two while Agricultural Bank of China and Industrial Bank have custody of one each The custodian bank is often the main channel for issuance At the end",CAB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: discount rate to return to the mean On the other hand there is still a lot of room for net worth to increase Xinda
B: are relatively similar and most enterprises are mass producing them However in Europe there is a situation where both mass production and personalized customization coexist As a new
C: completion you can enter destiny every day Here's a little trick after the first entry talk to the door and take on tasks don't hand them in",BCA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: discounts and gifts The picture shows the real scene of the Jintai City Liwan community project The upcoming Building of Jintai City Liwan is
B: or other properties of the floor which is much more effective and vivid than verbal preaching It is easier to attract consumers attention and identify
C: when going out are like to feel lonely when away from home and in December it was translated as question I'm more like to get tired",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: The overall planning of Jintai City Liwan abandons traditional pure board and pure tower buildings and combines the advantages of both to design point style
B: imply that Evergrande was now wealthy again In Evergrande Real Estate suddenly launched a renaming marketing war in Guangzhou which was also a peculiar tactic that
C: and comfort Intelligent underfloor heating Each room can be adjusted to different temperatures so for us the healthiest and cleanest way is to install underfloor heating Because",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: combines clear browsing with elegant touch control fully realizing the concept of one touch one shot one touch one look Combined with the new Crystal II technology
B: Xu was shocked to learn that her fetus which had been in her womb for over two months had no heartbeat A week later two ultrasound scans confirmed
C: will still remain high Huang Nubo There will be a major adjustment in the real estate industry within the next three years In the second",BAC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: with numerous cameras without falling behind A Sony Super with an effective pixel count of million HAD image sensor On the lens the is equipped
B: again revealed that there were high-ranking officials abusing their power in the police district and subordinates could no longer bear it which led to the exposure of
C: a qualification dispute over third-party payments as the central bank has not yet introduced management measures for payment clearing organizations which also increases regulatory difficulties Three party payment",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: QQ number provided in the Jincheng Exam Assistance advertisement as a friend and passed their friend authentication When the reporter expressed his intention to act
B: particularly important Having both privacy rights and not living like primitive humans This state is also the most ideal state for the community and
C: short time problems may arise In addition in terms of wood treatment if not handled properly deformation and cracking may occur Therefore businesses must do a",CAB
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: There are a total of words in the previous text which is not inferior in momentum compared to the sentence It is impossible for newly graduated
B: and Band are for reference only Please refer to the official announcement for accuracy For more information please visit the Sina and channels and forums and and blog circles
C: of RMB million was signed on the opening day with an average sales price of yuan square meter for office buildings and yuan square meter for commercial first floors This",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: and advertising costs in it so our cabinet is very competitive in price The moderator of a design forum Space Spider told the author
B: such as Stille vor Bach Die and Pont de Vars via This year in addition to serving as the chairman he will also bring a minute short film
C: route On the day of trial operation mid to high end flooring was the most in demand and dozens of orders were signed in a short",BCA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: move into cities at a faster rate These are relatively easy to choose basic combinations Workplace With the threshold of schools do not look at employers In
B: the hospital indicates that there are more and more children with strabismus amblyopia and myopia all of which are related to environmental decoration and indoor air pollution The
C: group of people born in the are also targeting our market They not only demand beautiful furniture but also have a strong sense of practicality How",BAC
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: The strong cultural atmosphere and meticulous product details in Washington left a deep impression on the media present Wishing the motherland prosperity and strength
B: have the confidence to throw that kind of ball and many times I can make it This really makes it difficult for opponents to defend
C: successfully registered the trademark protection of Sunshine Flower with the State Administration for Industry and Commerce The advanced recognition of trademark value has enabled the local",CBA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: made Julie even more troubled The new film has been criticized for its violent posters Wanted Criminal tells a story of chase and escape
B: is a circular game and many of the content will be understood once you become familiar with the game or you can communicate more with the experts in the
C: harmonious society Luo Shugang stated that this year marks the anniversary of the establishment of diplomatic relations between China and North Korea as well as the China",BCA
"Given three English sentences, sort them from longest to shortest based on the number of words.
Output their corresponding labels in order, such as ABC, CAB, BAC, etc.
A: by Mai Jia it is a perfect collaboration between Huayi Brothers Media Co Ltd a representative figure of Taiwan's new films and top domestic director
B: to slack off I hope that in the remaining days everyone can adjust their mentality and have a correct understanding of this topic During the dictation process
C: irrational performance in the land market the real estate industry will undergo a major adjustment within three years Huang Nubo said that if state-owned",BAC
