input,answer
请将“冒”拆分为可重新组合的基本部件.,"冃,目;曰,目;日,目"
请将“擂”拆分为可重新组合的基本部件.,"手,雷;扌,雷;才,雷"
请将“养”拆分为可重新组合的基本部件.,"羊,介"
请将“拳”拆分为可重新组合的基本部件.,"丷,夫,手;??,手"
请将“酱”拆分为可重新组合的基本部件.,"丬,夕,酉"
请将“轻”拆分为可重新组合的基本部件.,"车,圣"
请将“显”拆分为可重新组合的基本部件.,"日,业"
请将“了”拆分为可重新组合的基本部件.,"乛,亅"
请将“短”拆分为可重新组合的基本部件.,"矢,豆"
请将“含”拆分为可重新组合的基本部件.,"今,口"
请将“盏”拆分为可重新组合的基本部件.,"戋,皿"
请将“蔽”拆分为可重新组合的基本部件.,"草,敝;艸,敝;艹,敝"
请将“拐”拆分为可重新组合的基本部件.,"手,另;扌,另;才,另"
请将“设”拆分为可重新组合的基本部件.,"言,殳;讠,殳"
请将“期”拆分为可重新组合的基本部件.,"其,月"
请将“纤”拆分为可重新组合的基本部件.,"丝,千;纟,千"
请将“戒”拆分为可重新组合的基本部件.,"廾,戈"
请将“射”拆分为可重新组合的基本部件.,"身,寸"
请将“妨”拆分为可重新组合的基本部件.,"女,方"
请将“绽”拆分为可重新组合的基本部件.,"丝,定;纟,定"
请将“鸽”拆分为可重新组合的基本部件.,"合,鸟"
请将“萤”拆分为可重新组合的基本部件.,"艹,冖,虫"
请将“理”拆分为可重新组合的基本部件.,"玉,里;王,里"
请将“阵”拆分为可重新组合的基本部件.,"阜,车;阝,车"
请将“张”拆分为可重新组合的基本部件.,"弓,长"
请将“忆”拆分为可重新组合的基本部件.,"心,乙;忄,乙"
请将“味”拆分为可重新组合的基本部件.,"口,未"
请将“凉”拆分为可重新组合的基本部件.,"冰,京;冫,京"
请将“奔”拆分为可重新组合的基本部件.,"大,卉"
请将“窿”拆分为可重新组合的基本部件.,"穴,隆"
请将“硬”拆分为可重新组合的基本部件.,"石,更"
请将“素”拆分为可重新组合的基本部件.,"丰,丝;丰,糸"
请将“瞬”拆分为可重新组合的基本部件.,"目,舜"
请将“够”拆分为可重新组合的基本部件.,"句,多"
请将“欢”拆分为可重新组合的基本部件.,"又,欠"
请将“恶”拆分为可重新组合的基本部件.,"亚,心"
请将“佩”拆分为可重新组合的基本部件.,"人,几,帀;亻,几,帀"
请将“零”拆分为可重新组合的基本部件.,"雨,令"
请将“轿”拆分为可重新组合的基本部件.,"车,乔"
请将“驰”拆分为可重新组合的基本部件.,"马,也"
请将“蚱”拆分为可重新组合的基本部件.,"虫,乍"
请将“余”拆分为可重新组合的基本部件.,"人,于,八"
请将“租”拆分为可重新组合的基本部件.,"禾,且"
请将“池”拆分为可重新组合的基本部件.,"水,也;氵,也"
请将“灿”拆分为可重新组合的基本部件.,"火,山"
请将“今”拆分为可重新组合的基本部件.,"人,丶,乛"
请将“桑”拆分为可重新组合的基本部件.,"木,叒;木,又,又,又"
请将“食”拆分为可重新组合的基本部件.,"人,良"
请将“机”拆分为可重新组合的基本部件.,"木,几"
请将“级”拆分为可重新组合的基本部件.,"丝,及;纟,及"
请将“亮”拆分为可重新组合的基本部件.,"亠,口,冖,儿"
请将“漫”拆分为可重新组合的基本部件.,"水,曼;氵,曼"
请将“鲁”拆分为可重新组合的基本部件.,"鱼,日"
请将“鸡”拆分为可重新组合的基本部件.,"又,鸟"
请将“者”拆分为可重新组合的基本部件.,"耂,日;老,日"
请将“戴”拆分为可重新组合的基本部件.,"十,戈,異;土,戈,異;??,異"
请将“扳”拆分为可重新组合的基本部件.,"手,反;扌,反"
请将“固”拆分为可重新组合的基本部件.,"囗,古"
请将“死”拆分为可重新组合的基本部件.,"歹,匕"
请将“偎”拆分为可重新组合的基本部件.,"人,畏;亻,畏"
请将“愣”拆分为可重新组合的基本部件.,"心,网,方"
请将“居”拆分为可重新组合的基本部件.,"尸,古"
请将“杰”拆分为可重新组合的基本部件.,"木,火;木,灬"
请将“点”拆分为可重新组合的基本部件.,"占,火;占,灬"
请将“蚁”拆分为可重新组合的基本部件.,"虫,义"
请将“渗”拆分为可重新组合的基本部件.,"水,参;氵,参"
请将“惨”拆分为可重新组合的基本部件.,"心,参;忄,参"
请将“嫩”拆分为可重新组合的基本部件.,"女,敕"
请将“胶”拆分为可重新组合的基本部件.,"肉,交;月,交"
请将“筝”拆分为可重新组合的基本部件.,"竹,争"
请将“伯”拆分为可重新组合的基本部件.,"人,白;亻,白"
请将“押”拆分为可重新组合的基本部件.,"手,甲;扌,甲;才,甲"
请将“碳”拆分为可重新组合的基本部件.,"石,炭"
请将“陆”拆分为可重新组合的基本部件.,"阜,击;阝,击"
请将“猜”拆分为可重新组合的基本部件.,"犬,青;犭,靑"
请将“拉”拆分为可重新组合的基本部件.,"手,立;扌,立;才,立"
请将“副”拆分为可重新组合的基本部件.,"畐,刀;畐,刂"
请将“湿”拆分为可重新组合的基本部件.,"水,显;氵,显"
请将“支”拆分为可重新组合的基本部件.,"十,又"
请将“康”拆分为可重新组合的基本部件.,"广,隶"
请将“例”拆分为可重新组合的基本部件.,"人,列;亻,列"
请将“此”拆分为可重新组合的基本部件.,"止,匕"
请将“慧”拆分为可重新组合的基本部件.,"彗,心"
请将“毯”拆分为可重新组合的基本部件.,"毛,炎"
请将“嫌”拆分为可重新组合的基本部件.,"女,兼"
请将“吗”拆分为可重新组合的基本部件.,"口,马"
请将“把”拆分为可重新组合的基本部件.,"手,巴;扌,巴"
请将“毙”拆分为可重新组合的基本部件.,"比,死"
请将“晰”拆分为可重新组合的基本部件.,"日,析"
请将“输”拆分为可重新组合的基本部件.,"车,俞"
请将“洋”拆分为可重新组合的基本部件.,"水,羊;氵,羊"
请将“加”拆分为可重新组合的基本部件.,"力,口"
请将“稻”拆分为可重新组合的基本部件.,"禾,舀"
请将“昨”拆分为可重新组合的基本部件.,"日,乍"
请将“轮”拆分为可重新组合的基本部件.,"车,仑"
请将“雇”拆分为可重新组合的基本部件.,"户,隹"
请将“籍”拆分为可重新组合的基本部件.,"竹,耤"
请将“搭”拆分为可重新组合的基本部件.,"手,荅;扌,荅;才,荅"
请将“诊”拆分为可重新组合的基本部件.,"言,人,彡;讠,人,彡"
请将“螺”拆分为可重新组合的基本部件.,"虫,累"
请将“尊”拆分为可重新组合的基本部件.,"酋,寸"
请将“句”拆分为可重新组合的基本部件.,"勹,口"
请将“厚”拆分为可重新组合的基本部件.,"厂,日,子"
请将“换”拆分为可重新组合的基本部件.,"手,奂;扌,奂;才,奂"
请将“纷”拆分为可重新组合的基本部件.,"丝,分;纟,分"
请将“塘”拆分为可重新组合的基本部件.,"土,唐"
请将“漆”拆分为可重新组合的基本部件.,"水,桼;氵,桼"
请将“耐”拆分为可重新组合的基本部件.,"而,寸"
请将“附”拆分为可重新组合的基本部件.,"阜,付;阝,付"
请将“由”拆分为可重新组合的基本部件.,"囗,十"
请将“否”拆分为可重新组合的基本部件.,"不,口"
请将“唐”拆分为可重新组合的基本部件.,"广,肀,口;广,聿,口"
请将“吼”拆分为可重新组合的基本部件.,"口,孔"
请将“魔”拆分为可重新组合的基本部件.,"麻,鬼"
请将“好”拆分为可重新组合的基本部件.,"女,子"
请将“拥”拆分为可重新组合的基本部件.,"手,用;扌,用;才,用"
请将“梳”拆分为可重新组合的基本部件.,"木,巟;木,?"
请将“超”拆分为可重新组合的基本部件.,"走,召"
请将“害”拆分为可重新组合的基本部件.,"宀,丰,口"
请将“隧”拆分为可重新组合的基本部件.,"阜,遂;阝,遂"
请将“它”拆分为可重新组合的基本部件.,"宀,匕"
请将“搞”拆分为可重新组合的基本部件.,"手,高;扌,高;才,高"
请将“影”拆分为可重新组合的基本部件.,"景,彡"
请将“荷”拆分为可重新组合的基本部件.,"草,何;艸,何;艹,何"
请将“六”拆分为可重新组合的基本部件.,"亠,八"
请将“挠”拆分为可重新组合的基本部件.,"手,尧;扌,尧;才,尧"
请将“群”拆分为可重新组合的基本部件.,"君,羊"
请将“烫”拆分为可重新组合的基本部件.,"汤,火"
请将“改”拆分为可重新组合的基本部件.,"己,攴;己,攵"
请将“朗”拆分为可重新组合的基本部件.,"良,月"
请将“导”拆分为可重新组合的基本部件.,"巳,寸"
请将“决”拆分为可重新组合的基本部件.,"冰,夬;冫,夬"
请将“摔”拆分为可重新组合的基本部件.,"手,率;扌,率;才,率"
请将“注”拆分为可重新组合的基本部件.,"水,主;氵,主"
请将“端”拆分为可重新组合的基本部件.,"立,耑;立,山,而"
请将“备”拆分为可重新组合的基本部件.,"夂,田"
请将“桃”拆分为可重新组合的基本部件.,"木,兆"
请将“屏”拆分为可重新组合的基本部件.,"尸,并"
请将“骗”拆分为可重新组合的基本部件.,"马,扁"
请将“憎”拆分为可重新组合的基本部件.,"心,曽;忄,曽;心,曾;忄,曾"
请将“穷”拆分为可重新组合的基本部件.,"穴,力"
请将“退”拆分为可重新组合的基本部件.,"辵,艮;辶,艮"
请将“付”拆分为可重新组合的基本部件.,"人,寸;亻,寸"
请将“亡”拆分为可重新组合的基本部件.,"丶,匸"
请将“限”拆分为可重新组合的基本部件.,"阜,艮;阝,艮"
请将“叶”拆分为可重新组合的基本部件.,"口,十"
请将“您”拆分为可重新组合的基本部件.,"你,心"
请将“灌”拆分为可重新组合的基本部件.,"水,雚;氵,雚"
请将“废”拆分为可重新组合的基本部件.,"广,发"
请将“毕”拆分为可重新组合的基本部件.,"比,十"
请将“缸”拆分为可重新组合的基本部件.,"缶,工"
请将“行”拆分为可重新组合的基本部件.,"彳,亍"
请将“可”拆分为可重新组合的基本部件.,"丁,口"
请将“饿”拆分为可重新组合的基本部件.,"食,我;饣,我"
请将“议”拆分为可重新组合的基本部件.,"言,义;讠,义"
请将“信”拆分为可重新组合的基本部件.,"人,言;亻,言"
请将“蜓”拆分为可重新组合的基本部件.,"虫,廷"
请将“突”拆分为可重新组合的基本部件.,"穴,犬"
请将“呢”拆分为可重新组合的基本部件.,"口,尼"
请将“乖”拆分为可重新组合的基本部件.,"千,北"
请将“传”拆分为可重新组合的基本部件.,"人,专;亻,专"
请将“驶”拆分为可重新组合的基本部件.,"马,史"
请将“供”拆分为可重新组合的基本部件.,"人,共;亻,共"
请将“佛”拆分为可重新组合的基本部件.,"人,弗;亻,弗"
请将“缘”拆分为可重新组合的基本部件.,"丝,彖;纟,彖"
请将“瞄”拆分为可重新组合的基本部件.,"目,苗"
请将“抵”拆分为可重新组合的基本部件.,"手,氐;扌,氐;才,氐;手,氏,丶"
请将“棍”拆分为可重新组合的基本部件.,"木,昆"
请将“殃”拆分为可重新组合的基本部件.,"歹,央"
请将“收”拆分为可重新组合的基本部件.,"丩,攴;丩,攵"
请将“蚊”拆分为可重新组合的基本部件.,"虫,文"
请将“因”拆分为可重新组合的基本部件.,"囗,大"
请将“愈”拆分为可重新组合的基本部件.,"俞,心"
请将“睹”拆分为可重新组合的基本部件.,"目,者"
请将“返”拆分为可重新组合的基本部件.,"辵,反;辶,反"
请将“纪”拆分为可重新组合的基本部件.,"丝,己;纟,己"
请将“客”拆分为可重新组合的基本部件.,"宀,各"
请将“待”拆分为可重新组合的基本部件.,"彳,寺"
请将“纸”拆分为可重新组合的基本部件.,"丝,氏;纟,氏"
请将“乐”拆分为可重新组合的基本部件.,"匚,小"
请将“停”拆分为可重新组合的基本部件.,"人,亭;亻,亭"
请将“盘”拆分为可重新组合的基本部件.,"舟,皿"
请将“祭”拆分为可重新组合的基本部件.,"夗,示"
请将“曹”拆分为可重新组合的基本部件.,"卄,曰,日"
请将“裁”拆分为可重新组合的基本部件.,"十,戈,衣;土,戈,衣;??,衣"
请将“钓”拆分为可重新组合的基本部件.,"金,勺;钅,勺"
