input,answer
"Split tank-like into from t to n, from k to e.","tan, k-like"
"Split forty-something into from f to h, from i to g.","forty-someth, ing"
"Split maintainer into from m to i, from n to r.","maintai, ner"
"Split aromatherapy into from a to h, from e to y.","aromath, erapy"
"Split ten-fifteen into from t to e, from n to -, from f to n.","te, n-, fifteen"
"Split athlete into from a to t, from h to e.","at, hlete"
"Split antinomian into from a to n, from o to i, from a to n.","antin, omi, an"
"Split carbonated into from c to a, from r to o, from n to a, from t to d.","ca, rbo, na, ted"
"Split overjoyed into from o to r, from j to y, from e to d.","over, joy, ed"
"Split insincerity into from i to s, from i to c, from e to r, from i to y.","ins, inc, er, ity"
"Split stick-figure into from s to c, from k to i, from g to u, from r to e.","stic, k-fi, gu, re"
"Split servicemember into from s to e, from r to r.","se, rvicemember"
"Split motorbike into from m to t, from o to b, from i to e.","mot, orb, ike"
"Split farewell into from f to a, from r to e, from w to e, from l to l.","fa, re, we, ll"
"Split lockstep into from l to o, from c to k, from s to t, from e to p.","lo, ck, st, ep"
"Split exchanger into from e to c, from h to a, from n to g, from e to r.","exc, ha, ng, er"
"Split banister into from b to a, from n to i, from s to t, from e to r.","ba, ni, st, er"
"Split slidewalk into from s to l, from i to d, from e to w, from a to k.","sl, id, ew, alk"
"Split sprawl into from s to p, from r to l.","sp, rawl"
"Split detail into from d to e, from t to a, from i to l.","de, ta, il"
"Split unobjectionable into from u to o, from n to e.","unobjectio, nable"
"Split gobbling into from g to o, from b to b, from l to i, from n to g.","go, bb, li, ng"
"Split astounded into from a to t, from o to u, from n to d, from e to d.","ast, ou, nd, ed"
"Split possessive into from p to o, from s to s, from s to e.","po, sses, sive"
"Split opened into from o to p, from e to n, from e to d.","op, en, ed"
"Split presupposition into from p to p, from p to i, from t to n.","presup, posi, tion"
"Split paratrooper into from p to r, from a to p, from e to r.","par, atroop, er"
"Split receptionist into from r to p, from t to i, from o to i, from s to t.","recep, ti, oni, st"
"Split overfilled into from o to e, from r to d.","ove, rfilled"
"Split instantiate into from i to s, from t to a, from n to i, from a to e.","ins, ta, nti, ate"
"Split co-organizer into from c to -, from o to r.","co-, organizer"
"Split non-college into from n to o, from n to -, from c to o, from l to e.","no, n-, co, llege"
"Split anti-tank into from a to n, from t to i, from - to t, from a to k.","an, ti, -t, ank"
"Split mottled into from m to o, from t to d.","mo, ttled"
"Split punjabi into from p to u, from n to i.","pu, njabi"
"Split remember into from r to e, from m to e, from m to b, from e to r.","re, me, mb, er"
"Split favourite into from f to o, from u to i, from t to e.","favo, uri, te"
"Split unscripted into from u to s, from c to r, from i to p, from t to d.","uns, cr, ip, ted"
"Split head-butting into from h to d, from - to u, from t to t, from i to g.","head, -bu, tt, ing"
"Split money-market into from m to y, from - to r, from k to t.","money, -mar, ket"
"Split hand-sized into from h to d, from - to s, from i to d.","hand, -s, ized"
"Split postmaster into from p to s, from t to a, from s to t, from e to r.","pos, tma, st, er"
"Split irreversible into from i to e, from r to s, from i to b, from l to e.","irreve, rs, ib, le"
"Split faithful into from f to a, from i to t, from h to f, from u to l.","fa, it, hf, ul"
"Split boundlessness into from b to n, from d to s, from s to e, from s to s.","boun, dles, sne, ss"
"Split bulbous into from b to b, from o to s.","bulb, ous"
"Split negritude into from n to e, from g to r, from i to t, from u to e.","ne, gr, it, ude"
"Split namesake into from n to a, from m to a, from k to e.","na, mesa, ke"
"Split now-infamous into from n to f, from a to m, from o to s.","now-inf, am, ous"
"Split entrapped into from e to n, from t to a, from p to p, from e to d.","en, tra, pp, ed"
"Split impious into from i to o, from u to s.","impio, us"
"Split nineteen-year-old into from n to o, from l to d.","nineteen-year-o, ld"
"Split classify into from c to l, from a to s, from s to i, from f to y.","cl, as, si, fy"
"Split depersonalization into from d to z, from a to n.","depersonaliz, ation"
"Split ebullient into from e to b, from u to l, from i to e, from n to t.","eb, ull, ie, nt"
"Split slower-growing into from s to r, from - to w, from i to g.","slower, -grow, ing"
"Split penitentiary into from p to n, from i to i, from a to y.","pen, itenti, ary"
"Split high-iq into from h to i, from g to q.","hi, gh-iq"
"Split doubled into from d to o, from u to d.","do, ubled"
"Split misinform into from m to s, from i to n, from f to o, from r to m.","mis, in, fo, rm"
"Split handwork into from h to a, from n to d, from w to k.","ha, nd, work"
"Split formic into from f to m, from i to c.","form, ic"
"Split runway into from r to u, from n to y.","ru, nway"
"Split dinoflagellate into from d to l, from a to e, from l to e.","dinofl, age, llate"
"Split wherewithal into from w to i, from t to h, from a to l.","wherewi, th, al"
"Split awkwardly into from a to a, from r to d, from l to y.","awkwa, rd, ly"
"Split military-political into from m to t, from a to o, from l to c, from a to l.","milit, ary-po, litic, al"
"Split wavevector into from w to e, from v to e, from c to t, from o to r.","wave, ve, ct, or"
"Split precondition into from p to c, from o to n.","prec, ondition"
"Split histamine into from h to s, from t to e.","his, tamine"
"Split moistened into from m to i, from s to d.","moi, stened"
"Split time-release into from t to i, from m to e, from l to e, from a to e.","ti, me-re, le, ase"
"Split public into from p to b, from l to c.","pub, lic"
"Split secretive into from s to c, from r to e, from t to i, from v to e.","sec, re, ti, ve"
"Split pictographic into from p to i, from c to g, from r to c.","pi, ctog, raphic"
"Split identity into from i to t, from i to y.","ident, ity"
"Split divisive into from d to v, from i to i, from v to e.","div, isi, ve"
"Split desegregate into from d to s, from e to r, from e to a, from t to e.","des, egr, ega, te"
"Split student-centered into from s to -, from c to e, from n to e, from r to d.","student-, ce, nte, red"
"Split island-wide into from i to a, from n to e.","isla, nd-wide"
"Split exchanged into from e to x, from c to h, from a to n, from g to d.","ex, ch, an, ged"
"Split vibrate into from v to b, from r to e.","vib, rate"
"Split new-looking into from n to l, from o to o, from k to i, from n to g.","new-l, oo, ki, ng"
"Split high-strung into from h to -, from s to t, from r to u, from n to g.","high-, st, ru, ng"
"Split believing into from b to e, from l to e, from v to i, from n to g.","be, lie, vi, ng"
"Split consort into from c to o, from n to t.","co, nsort"
"Split fifty-two-year-old into from f to y, from - to d.","fifty, -two-year-old"
"Split pollinate into from p to i, from n to e.","polli, nate"
"Split ambiguously into from a to o, from u to s, from l to y.","ambiguo, us, ly"
"Split antichrist into from a to h, from r to t.","antich, rist"
"Split elephantiasis into from e to a, from n to i, from a to s.","elepha, nti, asis"
"Split gunship into from g to u, from n to h, from i to p.","gu, nsh, ip"
"Split corruptible into from c to o, from r to e.","co, rruptible"
"Split dependency into from d to e, from n to d, from e to n, from c to y.","depe, nd, en, cy"
"Split curlew into from c to u, from r to l, from e to w.","cu, rl, ew"
"Split conflation into from c to a, from t to i, from o to n.","confla, ti, on"
"Split disarming into from d to s, from a to m, from i to g.","dis, arm, ing"
"Split controlling into from c to r, from o to l, from l to i, from n to g.","contr, ol, li, ng"
"Split enchanted into from e to c, from h to a, from n to t, from e to d.","enc, ha, nt, ed"
"Split eight-figure into from e to -, from f to i, from g to u, from r to e.","eight-, fi, gu, re"
"Split individuality into from i to n, from d to a, from l to y.","in, dividua, lity"
"Split binding into from b to i, from n to d, from i to g.","bi, nd, ing"
"Split red-nosed into from r to e, from d to -, from n to o, from s to d.","re, d-, no, sed"
"Split sanity into from s to a, from n to i, from t to y.","sa, ni, ty"
"Split bargain into from b to r, from g to a, from i to n.","bar, ga, in"
"Split plainly into from p to l, from a to i, from n to y.","pl, ai, nly"
"Split multitasking into from m to s, from k to g.","multitas, king"
"Split injection-molded into from i to m, from o to d.","injection-m, olded"
"Split requisition into from r to i, from s to i, from t to i, from o to n.","requi, si, ti, on"
"Split ex-marine into from e to x, from - to e.","ex, -marine"
"Split rawness into from r to w, from n to e, from s to s.","raw, ne, ss"
"Split episcopalian into from e to o, from p to i, from a to n.","episco, pali, an"
"Split skull-and-crossbones into from s to r, from o to s, from s to o, from n to s.","skull-and-cr, os, sbo, nes"
"Split secondly into from s to e, from c to y.","se, condly"
"Split mildew into from m to i, from l to d, from e to w.","mi, ld, ew"
"Split unswervingly into from u to w, from e to i, from n to y.","unsw, ervi, ngly"
"Split plural into from p to l, from u to l.","pl, ural"
"Split semi-rigid into from s to i, from - to d.","semi, -rigid"
"Split squirm into from s to q, from u to i, from r to m.","sq, ui, rm"
"Split tree-hugger into from t to u, from g to r.","tree-hu, gger"
"Split pasteurization into from p to t, from e to a, from t to i, from o to n.","past, euriza, ti, on"
"Split one-factor into from o to f, from a to r.","one-f, actor"
"Split pothead into from p to o, from t to h, from e to d.","po, th, ead"
"Split merchandise into from m to h, from a to n, from d to e.","merch, an, dise"
"Split soccer into from s to o, from c to c, from e to r.","so, cc, er"
"Split barren into from b to r, from r to n.","bar, ren"
"Split septuagenarian into from s to u, from a to i, from a to n.","septu, agenari, an"
"Split pencil into from p to c, from i to l.","penc, il"
"Split mythology into from m to y, from t to h, from o to y.","my, th, ology"
"Split imperfect into from i to m, from p to t.","im, perfect"
"Split hand-knitted into from h to d, from - to i, from t to t, from e to d.","hand, -kni, tt, ed"
"Split sumptuous into from s to t, from u to s.","sumpt, uous"
"Split defaulted into from d to u, from l to d.","defau, lted"
"Split flag-draped into from f to r, from a to d.","flag-dr, aped"
"Split hour-by-hour into from h to r, from - to r.","hour, -by-hour"
"Split immunosuppressant into from i to u, from p to t.","immunosu, ppressant"
"Split needlepoint into from n to e, from e to d, from l to e, from p to t.","ne, ed, le, point"
"Split strung-out into from s to o, from u to t.","strung-o, ut"
"Split booted into from b to o, from o to t, from e to d.","bo, ot, ed"
"Split hollering into from h to o, from l to g.","ho, llering"
"Split folksy into from f to o, from l to y.","fo, lksy"
"Split superstore into from s to u, from p to e, from r to o, from r to e.","su, pe, rsto, re"
"Split provisioning into from p to o, from v to i, from s to g.","pro, vi, sioning"
"Split sceptre into from s to c, from e to e.","sc, eptre"
"Split remapping into from r to p, from i to g.","remapp, ing"
"Split reproachfully into from r to a, from c to y.","reproa, chfully"
"Split calendula into from c to a, from l to e, from n to u, from l to a.","ca, le, ndu, la"
"Split once-a-day into from o to -, from a to y.","once-, a-day"
"Split corrupted into from c to o, from r to r, from u to d.","co, rr, upted"
"Split dethroned into from d to t, from h to r, from o to n, from e to d.","det, hr, on, ed"
"Split novitiate into from n to v, from i to t, from i to a, from t to e.","nov, it, ia, te"
"Split upright into from u to p, from r to g, from h to t.","up, rig, ht"
"Split pizzazz into from p to z, from z to a, from z to z.","piz, za, zz"
"Split recompense into from r to n, from s to e.","recompen, se"
"Split homburg into from h to m, from b to u, from r to g.","hom, bu, rg"
"Split plastic-coated into from p to c, from - to t, from e to d.","plastic, -coat, ed"
"Split dialect into from d to i, from a to t.","di, alect"
"Split bruschetta into from b to u, from s to c, from h to a.","bru, sc, hetta"
"Split chloramine into from c to o, from r to i, from n to e.","chlo, rami, ne"
"Split skewing into from s to k, from e to i, from n to g.","sk, ewi, ng"
"Split wander into from w to n, from d to r.","wan, der"
"Split light-emitting into from l to i, from g to e, from m to t, from i to g.","li, ght-e, mitt, ing"
"Split embrasure into from e to m, from b to a, from s to u, from r to e.","em, bra, su, re"
"Split endpoint into from e to d, from p to i, from n to t.","end, poi, nt"
"Split stampede into from s to t, from a to m, from p to e, from d to e.","st, am, pe, de"
"Split typescript into from t to c, from r to i, from p to t.","typesc, ri, pt"
"Split attunement into from a to t, from u to n, from e to t.","att, un, ement"
"Split hand-carved into from h to a, from n to d.","ha, nd-carved"
"Split fore-and-aft into from f to -, from a to t.","fore-and-, aft"
"Split supercomputing into from s to r, from c to p, from u to i, from n to g.","super, comp, uti, ng"
"Split bolide into from b to l, from i to e.","bol, ide"
"Split marred into from m to a, from r to r, from e to d.","ma, rr, ed"
"Split splicer into from s to l, from i to r.","spl, icer"
"Split canvasback into from c to n, from v to a, from s to b, from a to k.","can, va, sb, ack"
"Split flyboy into from f to b, from o to y.","flyb, oy"
"Split much-admired into from m to a, from d to m, from i to d.","much-a, dm, ired"
"Split induce into from i to n, from d to u, from c to e.","in, du, ce"
"Split blackening into from b to c, from k to n, from i to g.","blac, ken, ing"
"Split undervaluation into from u to a, from l to u, from a to i, from o to n.","underva, lu, ati, on"
"Split degustation into from d to e, from g to s, from t to t, from i to n.","de, gus, tat, ion"
"Split claimed into from c to a, from i to m, from e to d.","cla, im, ed"
"Split armamentarium into from a to a, from m to m.","arma, mentarium"
"Split wreath into from w to r, from e to h.","wr, eath"
"Split eye-opening into from e to e, from - to e, from n to g.","eye, -ope, ning"
"Split logistics into from l to s, from t to s.","logis, tics"
"Split affable into from a to f, from f to b, from l to e.","af, fab, le"
"Split psychedelia into from p to y, from c to l, from i to a.","psy, chedel, ia"
"Split soldiering into from s to d, from i to e, from r to i, from n to g.","sold, ie, ri, ng"
"Split littoral into from l to i, from t to t, from o to r, from a to l.","li, tt, or, al"
"Split grapheme into from g to r, from a to e, from m to e.","gr, aphe, me"
"Split herbicide-resistant into from h to e, from - to r, from e to t.","herbicide, -r, esistant"
"Split squandering into from s to n, from d to e, from r to i, from n to g.","squan, de, ri, ng"
"Split high-mindedness into from h to g, from h to i, from n to d, from e to s.","hig, h-mi, nd, edness"
"Split angry-looking into from a to y, from - to l, from o to g.","angry, -l, ooking"
"Split sorrowfully into from s to r, from r to o, from w to f, from u to y.","sor, ro, wf, ully"
"Split outperform into from o to u, from t to o, from r to m.","ou, tperfo, rm"
"Split insolation into from i to o, from l to n.","inso, lation"
"Split manipulation into from m to i, from o to n.","manipulati, on"
"Split provender into from p to v, from e to d, from e to r.","prov, end, er"
"Split continuing-care into from c to n, from t to c, from a to e.","con, tinuing-c, are"
"Split unranked into from u to n, from r to a, from n to k, from e to d.","un, ra, nk, ed"
"Split indispensability into from i to b, from i to i, from t to y.","indispensab, ili, ty"
"Split pillowy into from p to l, from l to o, from w to y.","pil, lo, wy"
"Split slighted into from s to l, from i to d.","sl, ighted"
"Split courageous into from c to r, from a to g, from e to o, from u to s.","cour, ag, eo, us"
"Split unceasing into from u to n, from c to a, from s to i, from n to g.","un, cea, si, ng"
"Split odynophagia into from o to h, from a to g, from i to a.","odynoph, ag, ia"
"Split babble into from b to a, from b to e.","ba, bble"
"Split anachronistic into from a to n, from a to c.","an, achronistic"
"Split videoconferencing into from v to f, from e to i, from n to g.","videoconf, erenci, ng"
"Split ransack into from r to n, from s to a, from c to k.","ran, sa, ck"
"Split friendly-fire into from f to y, from - to e.","friendly, -fire"
"Split clothespin into from c to o, from t to h, from e to n.","clo, th, espin"
"Split egg-white into from e to g, from - to w, from h to i, from t to e.","egg, -w, hi, te"
"Split listeriosis into from l to o, from s to s.","listerio, sis"
"Split uncleared into from u to e, from a to d.","uncle, ared"
"Split riverway into from r to i, from v to e, from r to w, from a to y.","ri, ve, rw, ay"
"Split vender into from v to n, from d to r.","ven, der"
"Split three-inch into from t to h, from r to h.","th, ree-inch"
"Split tenderloin into from t to l, from o to n.","tenderl, oin"
"Split heart-attack into from h to a, from t to t, from a to k.","heart-a, tt, ack"
"Split rarity into from r to a, from r to i, from t to y.","ra, ri, ty"
"Split unnameable into from u to a, from b to e.","unnamea, ble"
"Split agnosticism into from a to s, from t to i, from c to i, from s to m.","agnos, ti, ci, sm"
"Split parole into from p to a, from r to e.","pa, role"
"Split alveolus into from a to l, from v to s.","al, veolus"
"Split cylinder into from c to l, from i to r.","cyl, inder"
"Split dabble into from d to a, from b to b, from l to e.","da, bb, le"
"Split flippancy into from f to n, from c to y.","flippan, cy"
"Split counterfeiter into from c to n, from t to i, from t to r.","coun, terfei, ter"
"Split halcyon into from h to a, from l to n.","ha, lcyon"
"Split first-level into from f to i, from r to l.","fi, rst-level"
"Split packager into from p to a, from c to k, from a to g, from e to r.","pa, ck, ag, er"
"Split daiquiri into from d to a, from i to i.","da, iquiri"
"Split conventionalized into from c to t, from i to o, from n to d.","convent, io, nalized"
"Split paragraph into from p to a, from r to a, from g to h.","pa, ra, graph"
"Split initiated into from i to i, from t to i, from a to d.","ini, ti, ated"
"Split estriol into from e to i, from o to l.","estri, ol"
"Split christian-muslim into from c to -, from m to s, from l to m.","christian-, mus, lim"
"Split microsurgical into from m to r, from o to r, from g to i, from c to l.","micr, osur, gi, cal"
"Split cell-to-cell into from c to -, from c to l.","cell-to-, cell"
"Split edifice into from e to d, from i to i, from c to e.","ed, ifi, ce"
"Split bipedal into from b to i, from p to d, from a to l.","bi, ped, al"
"Split people-watching into from p to e, from o to l, from e to g.","pe, opl, e-watching"
"Split cirque into from c to q, from u to e.","cirq, ue"
"Split privation into from p to v, from a to n.","priv, ation"
"Split bariatric into from b to a, from r to a, from t to r, from i to c.","ba, ria, tr, ic"
"Split hadron into from h to d, from r to n.","had, ron"
"Split first-trimester into from f to r, from s to e, from s to t, from e to r.","fir, st-trime, st, er"
"Split monotheist into from m to o, from n to o, from t to t.","mo, no, theist"
"Split longingly into from l to i, from n to g, from l to y.","longi, ng, ly"
"Split painkiller into from p to i, from n to r.","pai, nkiller"
"Split steelmaker into from s to t, from e to r.","st, eelmaker"
"Split compressible into from c to s, from i to b, from l to e.","compress, ib, le"
"Split workbook into from w to o, from r to k, from b to o, from o to k.","wo, rk, bo, ok"
"Split metrical into from m to e, from t to r, from i to c, from a to l.","me, tr, ic, al"
"Split ten-hour into from t to e, from n to h, from o to r.","te, n-h, our"
"Split shoveled into from s to o, from v to d.","sho, veled"
"Split thought into from t to g, from h to t.","thoug, ht"
"Split public-policy into from p to -, from p to o, from l to i, from c to y.","public-, po, li, cy"
"Split roaring into from r to i, from n to g.","roari, ng"
"Split toastmaster into from t to m, from a to s, from t to r.","toastm, as, ter"
"Split numeral into from n to m, from e to r, from a to l.","num, er, al"
"Split slobber into from s to o, from b to r.","slo, bber"
"Split exemplar into from e to m, from p to l, from a to r.","exem, pl, ar"
"Split mastoiditis into from m to s, from t to d, from i to t, from i to s.","mas, toid, it, is"
"Split premonitory into from p to r, from e to i, from t to y.","pr, emoni, tory"
"Split release into from r to e, from l to a, from s to e.","re, lea, se"
"Split belief into from b to e, from l to i, from e to f.","be, li, ef"
"Split chamberpot into from c to a, from m to b, from e to p, from o to t.","cha, mb, erp, ot"
"Split non-economic into from n to -, from e to c.","non-, economic"
"Split millenarian into from m to i, from l to n.","mi, llenarian"
"Split invisible into from i to n, from v to i, from s to i, from b to e.","in, vi, si, ble"
"Split stratified into from s to i, from f to i, from e to d.","strati, fi, ed"
"Split dorsiflexion into from d to x, from i to n.","dorsiflex, ion"
"Split mechanism into from m to e, from c to a, from n to i, from s to m.","me, cha, ni, sm"
"Split rubbernecker into from r to e, from r to r.","rubbe, rnecker"
"Split white-tiled into from w to h, from i to e, from - to t, from i to d.","wh, ite, -t, iled"
"Split elaboration into from e to o, from r to a, from t to i, from o to n.","elabo, ra, ti, on"
"Split smouldering into from s to r, from i to g.","smoulder, ing"
"Split infertile into from i to i, from l to e.","inferti, le"
"Split oligonucleotide into from o to i, from g to u, from c to t, from i to e.","oli, gonu, cleot, ide"
"Split stairs into from s to t, from a to s.","st, airs"
"Split castaway into from c to t, from a to y.","cast, away"
"Split atomically into from a to i, from c to y.","atomi, cally"
"Split usurpation into from u to a, from t to i, from o to n.","usurpa, ti, on"
"Split delicacy into from d to i, from c to a, from c to y.","deli, ca, cy"
"Split nuclear into from n to c, from l to e, from a to r.","nuc, le, ar"
"Split off-loading into from o to f, from f to g.","of, f-loading"
"Split niceness into from n to i, from c to e, from n to e, from s to s.","ni, ce, ne, ss"
"Split credulity into from c to e, from d to u, from l to i, from t to y.","cre, du, li, ty"
"Split nibble into from n to i, from b to b, from l to e.","ni, bb, le"
"Split knifepoint into from k to n, from i to f, from e to o, from i to t.","kn, if, epo, int"
"Split adopted into from a to o, from p to t, from e to d.","ado, pt, ed"
"Split holding into from h to l, from d to i, from n to g.","hol, di, ng"
"Split hot-pressed into from h to o, from t to e, from s to s, from e to d.","ho, t-pre, ss, ed"
"Split misjudge into from m to i, from s to u, from d to e.","mi, sju, dge"
"Split worksheet into from w to r, from k to s, from h to e, from e to t.","wor, ks, he, et"
