input,answer
"Combine {emb}, {vicem}, {er}, {ser} into one word.",servicemember
"Combine {motorb}, {ike} into one word.",motorbike
"Combine {ll}, {fa}, {rewe} into one word.",farewell
"Combine {ck}, {lo}, {st}, {ep} into one word.",lockstep
"Combine {excha}, {nger} into one word.",exchanger
"Combine {ni}, {st}, {ba}, {er} into one word.",banister
"Combine {ide}, {lk}, {wa}, {sl} into one word.",slidewalk
"Combine {spr}, {awl} into one word.",sprawl
"Combine {det}, {ail} into one word.",detail
"Combine {unobj}, {ectionable} into one word.",unobjectionable
"Combine {bb}, {ling}, {go} into one word.",gobbling
"Combine {unded}, {asto} into one word.",astounded
"Combine {ive}, {possess} into one word.",possessive
"Combine {open}, {ed} into one word.",opened
"Combine {pres}, {tion}, {upposi} into one word.",presupposition
"Combine {trooper}, {para} into one word.",paratrooper
"Combine {nist}, {rec}, {io}, {ept} into one word.",receptionist
"Combine {fil}, {led}, {over} into one word.",overfilled
"Combine {te}, {tia}, {tan}, {ins} into one word.",instantiate
"Combine {co}, {rganizer}, {-o} into one word.",co-organizer
"Combine {non-col}, {ge}, {le} into one word.",non-college
"Combine {nk}, {anti-}, {ta} into one word.",anti-tank
"Combine {ed}, {ttl}, {mo} into one word.",mottled
"Combine {jabi}, {pun} into one word.",punjabi
"Combine {er}, {me}, {mb}, {re} into one word.",remember
"Combine {te}, {vou}, {fa}, {ri} into one word.",favourite
"Combine {ripted}, {unsc} into one word.",unscripted
"Combine {head-}, {tt}, {ing}, {bu} into one word.",head-butting
"Combine {money-}, {ma}, {rket} into one word.",money-market
"Combine {d-}, {zed}, {si}, {han} into one word.",hand-sized
"Combine {er}, {postma}, {st} into one word.",postmaster
"Combine {sible}, {irrever} into one word.",irreversible
"Combine {it}, {ul}, {hf}, {fa} into one word.",faithful
"Combine {ness}, {boundless} into one word.",boundlessness
"Combine {ous}, {bulb} into one word.",bulbous
"Combine {gri}, {ne}, {tude} into one word.",negritude
"Combine {na}, {me}, {ke}, {sa} into one word.",namesake
"Combine {-infamous}, {now} into one word.",now-infamous
"Combine {entr}, {apped} into one word.",entrapped
"Combine {imp}, {ious} into one word.",impious
"Combine {ninetee}, {n-ye}, {ar-old} into one word.",nineteen-year-old
"Combine {ify}, {ss}, {cla} into one word.",classify
"Combine {depersonal}, {ization} into one word.",depersonalization
"Combine {ient}, {ebu}, {ll} into one word.",ebullient
"Combine {wer-growing}, {slo} into one word.",slower-growing
"Combine {ry}, {penitentia} into one word.",penitentiary
"Combine {h-}, {hig}, {iq} into one word.",high-iq
"Combine {ubled}, {do} into one word.",doubled
"Combine {si}, {nform}, {mi} into one word.",misinform
"Combine {ork}, {dw}, {han} into one word.",handwork
"Combine {fo}, {rm}, {ic} into one word.",formic
"Combine {ru}, {nw}, {ay} into one word.",runway
"Combine {el}, {dinoflag}, {te}, {la} into one word.",dinoflagellate
"Combine {al}, {th}, {wherewi} into one word.",wherewithal
"Combine {awk}, {wa}, {rd}, {ly} into one word.",awkwardly
"Combine {ary-political}, {milit} into one word.",military-political
"Combine {waveve}, {ct}, {or} into one word.",wavevector
"Combine {nd}, {on}, {preco}, {iti} into one word.",precondition
"Combine {his}, {tamine} into one word.",histamine
"Combine {en}, {ed}, {moist} into one word.",moistened
"Combine {time}, {le}, {-re}, {ase} into one word.",time-release
"Combine {pu}, {ic}, {bl} into one word.",public
"Combine {sec}, {ve}, {re}, {ti} into one word.",secretive
"Combine {ap}, {pictogr}, {hic} into one word.",pictographic
"Combine {ity}, {ident} into one word.",identity
"Combine {ve}, {div}, {isi} into one word.",divisive
"Combine {desegr}, {eg}, {ate} into one word.",desegregate
"Combine {stu}, {dent-centered} into one word.",student-centered
"Combine {is}, {land-}, {wi}, {de} into one word.",island-wide
"Combine {nged}, {exc}, {ha} into one word.",exchanged
"Combine {br}, {vi}, {ate} into one word.",vibrate
"Combine {ng}, {new-l}, {ki}, {oo} into one word.",new-looking
"Combine {hi}, {gh-strung} into one word.",high-strung
"Combine {vi}, {belie}, {ng} into one word.",believing
"Combine {co}, {nsort} into one word.",consort
"Combine {fi}, {-old}, {-two-year}, {fty} into one word.",fifty-two-year-old
"Combine {pol}, {te}, {na}, {li} into one word.",pollinate
"Combine {us}, {uo}, {ly}, {ambig} into one word.",ambiguously
"Combine {christ}, {anti} into one word.",antichrist
"Combine {elephanti}, {asis} into one word.",elephantiasis
"Combine {hip}, {guns} into one word.",gunship
"Combine {le}, {rrupt}, {co}, {ib} into one word.",corruptible
"Combine {endency}, {dep} into one word.",dependency
"Combine {rlew}, {cu} into one word.",curlew
"Combine {lation}, {conf} into one word.",conflation
"Combine {dis}, {ar}, {ming} into one word.",disarming
"Combine {olling}, {contr} into one word.",controlling
"Combine {ted}, {enchan} into one word.",enchanted
"Combine {re}, {igu}, {eight-f} into one word.",eight-figure
"Combine {lity}, {individua} into one word.",individuality
"Combine {bindi}, {ng} into one word.",binding
"Combine {os}, {d-n}, {ed}, {re} into one word.",red-nosed
"Combine {ni}, {ty}, {sa} into one word.",sanity
"Combine {gain}, {bar} into one word.",bargain
"Combine {ainly}, {pl} into one word.",plainly
"Combine {asking}, {multit} into one word.",multitasking
"Combine {on}, {-m}, {olded}, {injecti} into one word.",injection-molded
"Combine {uisition}, {req} into one word.",requisition
"Combine {ne}, {ex-}, {ma}, {ri} into one word.",ex-marine
"Combine {raw}, {ness} into one word.",rawness
"Combine {episc}, {opalian} into one word.",episcopalian
"Combine {-crossbones}, {skull-and} into one word.",skull-and-crossbones
"Combine {nd}, {co}, {ly}, {se} into one word.",secondly
"Combine {ew}, {mild} into one word.",mildew
"Combine {rvi}, {ng}, {unswe}, {ly} into one word.",unswervingly
"Combine {pl}, {ur}, {al} into one word.",plural
"Combine {-r}, {id}, {semi}, {ig} into one word.",semi-rigid
"Combine {ui}, {rm}, {sq} into one word.",squirm
"Combine {er}, {ee-}, {tr}, {hugg} into one word.",tree-hugger
"Combine {teu}, {pas}, {ion}, {rizat} into one word.",pasteurization
"Combine {one}, {-fa}, {ct}, {or} into one word.",one-factor
"Combine {ad}, {pot}, {he} into one word.",pothead
"Combine {me}, {rchandise} into one word.",merchandise
"Combine {cc}, {so}, {er} into one word.",soccer
"Combine {barr}, {en} into one word.",barren
"Combine {ian}, {genar}, {septua} into one word.",septuagenarian
"Combine {ncil}, {pe} into one word.",pencil
"Combine {lo}, {mytho}, {gy} into one word.",mythology
"Combine {impe}, {ect}, {rf} into one word.",imperfect
"Combine {hand-}, {knitted} into one word.",hand-knitted
"Combine {us}, {pt}, {sum}, {uo} into one word.",sumptuous
"Combine {fa}, {ulted}, {de} into one word.",defaulted
"Combine {flag-dr}, {aped} into one word.",flag-draped
"Combine {hour-b}, {hour}, {y-} into one word.",hour-by-hour
"Combine {immunosuppre}, {ssant} into one word.",immunosuppressant
"Combine {ep}, {needl}, {oint} into one word.",needlepoint
"Combine {ut}, {stru}, {ng}, {-o} into one word.",strung-out
"Combine {ed}, {bo}, {ot} into one word.",booted
"Combine {ho}, {er}, {ll}, {ing} into one word.",hollering
"Combine {sy}, {lk}, {fo} into one word.",folksy
"Combine {su}, {perstore} into one word.",superstore
"Combine {ovisioning}, {pr} into one word.",provisioning
"Combine {ptre}, {sce} into one word.",sceptre
"Combine {pping}, {rema} into one word.",remapping
"Combine {rep}, {ully}, {roachf} into one word.",reproachfully
"Combine {cal}, {ula}, {end} into one word.",calendula
"Combine {once}, {-a}, {-d}, {ay} into one word.",once-a-day
"Combine {corru}, {ed}, {pt} into one word.",corrupted
"Combine {on}, {ed}, {de}, {thr} into one word.",dethroned
"Combine {itiate}, {nov} into one word.",novitiate
"Combine {ri}, {ght}, {up} into one word.",upright
"Combine {zzazz}, {pi} into one word.",pizzazz
"Combine {omp}, {se}, {en}, {rec} into one word.",recompense
"Combine {homb}, {urg} into one word.",homburg
"Combine {plastic-coa}, {ted} into one word.",plastic-coated
"Combine {ect}, {dial} into one word.",dialect
"Combine {ta}, {bruschet} into one word.",bruschetta
"Combine {ra}, {mine}, {lo}, {ch} into one word.",chloramine
"Combine {sk}, {ewing} into one word.",skewing
"Combine {wand}, {er} into one word.",wander
"Combine {ing}, {light-emitt} into one word.",light-emitting
"Combine {as}, {ure}, {embr} into one word.",embrasure
"Combine {oint}, {en}, {dp} into one word.",endpoint
"Combine {pe}, {stam}, {de} into one word.",stampede
"Combine {pt}, {ty}, {pescri} into one word.",typescript
"Combine {nt}, {attuneme} into one word.",attunement
"Combine {han}, {ed}, {d-}, {carv} into one word.",hand-carved
"Combine {fore-and}, {-aft} into one word.",fore-and-aft
"Combine {om}, {ng}, {puti}, {superc} into one word.",supercomputing
"Combine {de}, {bo}, {li} into one word.",bolide
"Combine {rr}, {ed}, {ma} into one word.",marred
"Combine {cer}, {spli} into one word.",splicer
"Combine {nva}, {ack}, {sb}, {ca} into one word.",canvasback
"Combine {boy}, {fly} into one word.",flyboy
"Combine {much-adm}, {ir}, {ed} into one word.",much-admired
"Combine {duce}, {in} into one word.",induce
"Combine {ck}, {bla}, {ing}, {en} into one word.",blackening
"Combine {tion}, {under}, {valua} into one word.",undervaluation
"Combine {ati}, {on}, {degust} into one word.",degustation
"Combine {med}, {cl}, {ai} into one word.",claimed
"Combine {ta}, {arm}, {amen}, {rium} into one word.",armamentarium
"Combine {th}, {ea}, {wr} into one word.",wreath
"Combine {-o}, {ing}, {eye}, {pen} into one word.",eye-opening
"Combine {ti}, {gis}, {lo}, {cs} into one word.",logistics
"Combine {aff}, {able} into one word.",affable
"Combine {psy}, {edelia}, {ch} into one word.",psychedelia
"Combine {ri}, {so}, {ng}, {ldie} into one word.",soldiering
"Combine {al}, {tt}, {li}, {or} into one word.",littoral
"Combine {gr}, {me}, {ap}, {he} into one word.",grapheme
"Combine {herbicid}, {e-resistant} into one word.",herbicide-resistant
"Combine {sq}, {uandering} into one word.",squandering
"Combine {de}, {high-m}, {in}, {dness} into one word.",high-mindedness
"Combine {oking}, {angry-lo} into one word.",angry-looking
"Combine {ly}, {sorro}, {wf}, {ul} into one word.",sorrowfully
"Combine {rm}, {outperfo} into one word.",outperform
"Combine {insolat}, {ion} into one word.",insolation
"Combine {manipu}, {on}, {ti}, {la} into one word.",manipulation
"Combine {nd}, {prove}, {er} into one word.",provender
"Combine {re}, {continuing-ca} into one word.",continuing-care
"Combine {ed}, {unrank} into one word.",unranked
"Combine {indis}, {pensability} into one word.",indispensability
"Combine {pi}, {owy}, {ll} into one word.",pillowy
"Combine {ig}, {ht}, {sl}, {ed} into one word.",slighted
"Combine {geous}, {ra}, {cou} into one word.",courageous
"Combine {unc}, {ea}, {si}, {ng} into one word.",unceasing
"Combine {ia}, {odynophag} into one word.",odynophagia
"Combine {ba}, {bble} into one word.",babble
"Combine {ic}, {st}, {chroni}, {ana} into one word.",anachronistic
"Combine {video}, {nci}, {ng}, {confere} into one word.",videoconferencing
"Combine {ra}, {nsack} into one word.",ransack
"Combine {fire}, {frien}, {dly-} into one word.",friendly-fire
"Combine {oth}, {esp}, {cl}, {in} into one word.",clothespin
"Combine {ite}, {egg-}, {wh} into one word.",egg-white
"Combine {list}, {er}, {is}, {ios} into one word.",listeriosis
"Combine {eared}, {un}, {cl} into one word.",uncleared
"Combine {erway}, {riv} into one word.",riverway
"Combine {ve}, {er}, {nd} into one word.",vender
"Combine {three}, {-inch} into one word.",three-inch
"Combine {ten}, {in}, {derlo} into one word.",tenderloin
"Combine {ck}, {ta}, {heart-at} into one word.",heart-attack
"Combine {ra}, {ri}, {ty} into one word.",rarity
"Combine {ab}, {le}, {me}, {unna} into one word.",unnameable
"Combine {sm}, {agno}, {stici} into one word.",agnosticism
"Combine {le}, {pa}, {ro} into one word.",parole
"Combine {ol}, {ve}, {us}, {al} into one word.",alveolus
"Combine {der}, {cylin} into one word.",cylinder
"Combine {bb}, {le}, {da} into one word.",dabble
"Combine {flip}, {ncy}, {pa} into one word.",flippancy
"Combine {eiter}, {counte}, {rf} into one word.",counterfeiter
"Combine {on}, {hal}, {cy} into one word.",halcyon
"Combine {first-}, {level} into one word.",first-level
"Combine {er}, {pa}, {ag}, {ck} into one word.",packager
"Combine {ri}, {ui}, {daiq} into one word.",daiquiri
"Combine {nventionalized}, {co} into one word.",conventionalized
"Combine {par}, {ag}, {ph}, {ra} into one word.",paragraph
"Combine {ini}, {tiat}, {ed} into one word.",initiated
"Combine {ri}, {ol}, {est} into one word.",estriol
"Combine {ch}, {-muslim}, {ristian} into one word.",christian-muslim
"Combine {microsu}, {rgical} into one word.",microsurgical
"Combine {cell-to-}, {cell} into one word.",cell-to-cell
"Combine {ice}, {edif} into one word.",edifice
"Combine {ped}, {al}, {bi} into one word.",bipedal
"Combine {peop}, {tching}, {le-}, {wa} into one word.",people-watching
"Combine {rq}, {ci}, {ue} into one word.",cirque
"Combine {privat}, {ion} into one word.",privation
"Combine {ba}, {riatric} into one word.",bariatric
"Combine {ha}, {dron} into one word.",hadron
"Combine {first-t}, {rim}, {ester} into one word.",first-trimester
"Combine {thei}, {no}, {mo}, {st} into one word.",monotheist
"Combine {lon}, {ng}, {gi}, {ly} into one word.",longingly
"Combine {inkiller}, {pa} into one word.",painkiller
"Combine {elm}, {er}, {ste}, {ak} into one word.",steelmaker
"Combine {ssible}, {compre} into one word.",compressible
"Combine {ok}, {wo}, {bo}, {rk} into one word.",workbook
"Combine {metri}, {cal} into one word.",metrical
"Combine {-hour}, {ten} into one word.",ten-hour
"Combine {sh}, {ovel}, {ed} into one word.",shoveled
"Combine {th}, {ought} into one word.",thought
"Combine {po}, {licy}, {public-} into one word.",public-policy
"Combine {ri}, {ng}, {roa} into one word.",roaring
"Combine {er}, {toastmast} into one word.",toastmaster
"Combine {mer}, {nu}, {al} into one word.",numeral
"Combine {ber}, {ob}, {sl} into one word.",slobber
"Combine {emplar}, {ex} into one word.",exemplar
"Combine {mast}, {oid}, {is}, {it} into one word.",mastoiditis
"Combine {nitory}, {premo} into one word.",premonitory
"Combine {ea}, {se}, {rel} into one word.",release
"Combine {ef}, {be}, {li} into one word.",belief
"Combine {rp}, {ch}, {ot}, {ambe} into one word.",chamberpot
"Combine {mic}, {no}, {n-econo} into one word.",non-economic
"Combine {lenarian}, {mil} into one word.",millenarian
"Combine {invisib}, {le} into one word.",invisible
"Combine {rat}, {ifi}, {st}, {ed} into one word.",stratified
"Combine {on}, {dorsiflexi} into one word.",dorsiflexion
"Combine {mec}, {sm}, {hani} into one word.",mechanism
"Combine {rubb}, {ker}, {ern}, {ec} into one word.",rubbernecker
"Combine {white-}, {tiled} into one word.",white-tiled
"Combine {on}, {orati}, {elab} into one word.",elaboration
"Combine {lde}, {smou}, {ng}, {ri} into one word.",smouldering
"Combine {tile}, {infer} into one word.",infertile
"Combine {cleotide}, {olig}, {onu} into one word.",oligonucleotide
"Combine {st}, {airs} into one word.",stairs
"Combine {away}, {st}, {ca} into one word.",castaway
"Combine {al}, {atomic}, {ly} into one word.",atomically
"Combine {usurp}, {on}, {ati} into one word.",usurpation
"Combine {acy}, {delic} into one word.",delicacy
"Combine {nucl}, {ear} into one word.",nuclear
"Combine {ad}, {ing}, {off-}, {lo} into one word.",off-loading
"Combine {ni}, {ce}, {ness} into one word.",niceness
"Combine {edulity}, {cr} into one word.",credulity
"Combine {bb}, {ni}, {le} into one word.",nibble
"Combine {kni}, {fe}, {int}, {po} into one word.",knifepoint
"Combine {adop}, {ted} into one word.",adopted
"Combine {lding}, {ho} into one word.",holding
"Combine {hot-p}, {sed}, {res} into one word.",hot-pressed
"Combine {mi}, {sju}, {dge} into one word.",misjudge
"Combine {she}, {et}, {wo}, {rk} into one word.",worksheet
"Combine {ed}, {snam}, {mi} into one word.",misnamed
"Combine {per}, {pros} into one word.",prosper
"Combine {f-s}, {hal}, {mile} into one word.",half-smile
"Combine {hyd}, {re}, {rated} into one word.",rehydrated
"Combine {dist}, {raction} into one word.",distraction
"Combine {atment}, {t-tre}, {pos} into one word.",post-treatment
"Combine {yo}, {te}, {pe} into one word.",peyote
"Combine {sm}, {tioni}, {reduc} into one word.",reductionism
"Combine {lt}, {ca}, {ta}, {pu} into one word.",catapult
"Combine {ngrad}, {dow}, {ed} into one word.",downgraded
"Combine {ak}, {ing}, {rule-}, {bre} into one word.",rule-breaking
"Combine {sile}, {ten} into one word.",tensile
"Combine {own}, {pd}, {am}, {cl} into one word.",clampdown
"Combine {immunofluor}, {escence} into one word.",immunofluorescence
"Combine {ac}, {robatics} into one word.",acrobatics
"Combine {-l}, {ing}, {peace}, {ov} into one word.",peace-loving
"Combine {mis}, {ad}, {le} into one word.",mislead
"Combine {at-uncle}, {gre} into one word.",great-uncle
"Combine {unr}, {lled}, {iva} into one word.",unrivalled
"Combine {orize}, {auth} into one word.",authorize
"Combine {high-veloc}, {ity} into one word.",high-velocity
"Combine {rty}, {two-thi} into one word.",two-thirty
"Combine {resource-u}, {se} into one word.",resource-use
"Combine {al}, {smoo}, {th-t}, {king} into one word.",smooth-talking
"Combine {even-y}, {ear-o}, {ld}, {thirty-s} into one word.",thirty-seven-year-old
"Combine {mid}, {-1997} into one word.",mid-1997
"Combine {ript}, {insc}, {ion} into one word.",inscription
"Combine {dole}, {fully} into one word.",dolefully
"Combine {pupa}, {te} into one word.",pupate
"Combine {mus}, {ni}, {mi} into one word.",minimus
"Combine {highw}, {aym}, {an} into one word.",highwayman
"Combine {er}, {ca}, {mp} into one word.",camper
"Combine {eni}, {ng}, {ick}, {qu} into one word.",quickening
"Combine {pa}, {ed}, {jam-}, {ck} into one word.",jam-packed
"Combine {dinage}, {ba} into one word.",badinage
"Combine {ot}, {-h}, {sup}, {er} into one word.",super-hot
"Combine {vin}, {tine}, {cris} into one word.",vincristine
"Combine {et}, {pick} into one word.",picket
"Combine {ner}, {pru} into one word.",pruner
"Combine {fence}, {line} into one word.",fenceline
"Combine {bloo}, {ded} into one word.",blooded
"Combine {asy}, {etri}, {cally}, {mm} into one word.",asymmetrically
"Combine {ter}, {helter-}, {skel} into one word.",helter-skelter
"Combine {rd}, {jeo}, {pa}, {ize} into one word.",jeopardize
"Combine {participa}, {ry}, {to} into one word.",participatory
"Combine {it}, {ch}, {gl} into one word.",glitch
"Combine {inve}, {igh} into one word.",inveigh
"Combine {us}, {tr}, {ul}, {tf} into one word.",trustful
"Combine {age}, {re-}, {eng} into one word.",re-engage
"Combine {chroma}, {togr}, {hy}, {ap} into one word.",chromatography
"Combine {black-}, {and-white} into one word.",black-and-white
"Combine {basta}, {rdized} into one word.",bastardized
"Combine {ing}, {el}, {princ} into one word.",princeling
"Combine {ise-wide}, {enterpr} into one word.",enterprise-wide
"Combine {med}, {ial} into one word.",medial
"Combine {et}, {bu}, {ff} into one word.",buffet
"Combine {pediatric}, {ian} into one word.",pediatrician
"Combine {ma}, {sta}, {te}, {le} into one word.",stalemate
"Combine {ctal}, {fra} into one word.",fractal
"Combine {ope}, {al}, {ph}, {ar} into one word.",phalarope
"Combine {ler}, {wi}, {gg} into one word.",wiggler
"Combine {pr}, {de}, {ated}, {eci} into one word.",depreciated
"Combine {brind}, {le} into one word.",brindle
"Combine {si}, {ded}, {lop} into one word.",lopsided
"Combine {re}, {touch}, {en}, {sc} into one word.",touchscreen
"Combine {ri}, {cs}, {ply}, {omet} into one word.",plyometrics
"Combine {dness}, {blesse} into one word.",blessedness
"Combine {hydrati}, {ng} into one word.",hydrating
"Combine {se}, {tu}, {rqu}, {oi} into one word.",turquoise
"Combine {bi}, {rab}, {nate} into one word.",rabbinate
"Combine {ally-motivated}, {politic} into one word.",politically-motivated
"Combine {ty}, {vi}, {ra}, {low-g} into one word.",low-gravity
"Combine {gg}, {ar}, {ly}, {be} into one word.",beggarly
"Combine {sin}, {song}, {g-} into one word.",sing-song
"Combine {nim}, {ent}, {accompa} into one word.",accompaniment
"Combine {inco}, {us}, {ly}, {ngruo} into one word.",incongruously
"Combine {ly}, {distant} into one word.",distantly
"Combine {consu}, {ng}, {mi} into one word.",consuming
"Combine {re}, {ss}, {latedne} into one word.",relatedness
"Combine {ng}, {listi}, {de} into one word.",delisting
"Combine {bon}, {e-chil}, {li}, {ng} into one word.",bone-chilling
"Combine {si}, {ti}, {on}, {po} into one word.",position
"Combine {close}, {t-}, {size} into one word.",closet-size
"Combine {er}, {on}, {si}, {rev} into one word.",reversion
"Combine {er}, {ac}, {pl} into one word.",placer
"Combine {li}, {ap}, {hy}, {thogr} into one word.",lithography
"Combine {mnolent}, {so} into one word.",somnolent
"Combine {pasc}, {hal} into one word.",paschal
