input,answer,variation
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 片中客身图旋女影来男单市在圆源片都圆风高了
seq2: 单男片风影市了源圆身来女旋圆在片高中都客图",是,不变
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 图单客旋高身中片了女风来片影在源都男圆圆市
seq2: 来图市客女源片都了旋门影男身单风中高圆片在圆",门,增加
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 客单影高了在源旋风图圆片市来圆女身中片男都
seq2: 客在风片都图了片单源旋影女身高圆男中市来",圆,删除
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 片女市中高风身单旋圆男源都来了片在客图圆影
seq2: 在市片高来圆源旋客盖影中女单了男都图身片风",圆,修改
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 都金有转出年来投没何为基金换新伞推基基金型品
seq2: 有金年没伞基新品基基何推投都为来金金换转出型",是,不变
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 基金出新有金基转投型金来何基品都伞换为推年没
seq2: 基伞基何金型来新出品为都年基换金来推转没有金投",来,增加
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 金新投为何来基没换型金有基年出品推基伞金都转
seq2: 金品没有换型基出推伞何新转金为年来基金基都",投,删除
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 金何没推新为基投换伞有出年金来品转金基基型都
seq2: 推为显来基金换品有都年新转出没投金伞金基型基",何,修改
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 承能拿默无否林剑大片影最金大论豹到默潘受奖的神
seq2: 影无剑金最豹潘到默论的大奖否默片神拿大能受林承",是,不变
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 奖能金片拿论无默林大到潘的豹最影大剑受默神否承
seq2: 能到关剑无潘片大金神拿林大承的豹否奖默默影最受论",关,增加
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 神无受否能影的大金默拿林默奖豹最潘剑承片论到大
seq2: 片最能默大豹默奖大影神剑到受承无潘林拿金论否",的,删除
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 承金能否到默受拿默的豹片无影林神潘论剑大大奖最
seq2: 拿否论潘影到大金的最豹神奖他受默剑无承默片林大",能,修改
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 是亿亿元股易年额公易交中交元金量第名票司度二金佣
seq2: 金股易佣量交票交二亿金是年度名亿公第元额司易元中",是,不变
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 第交亿度司中额二元股金交易量易公元年亿佣名票金是
seq2: 是金额公元票交交中度量司亿亿二年觉易股名金第佣易元",觉,增加
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 量交易金二佣额交易年股公亿司中金度亿元元是票第名
seq2: 名第元金易股金是额交易量年度公亿元交中亿票佣司",二,删除
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 股易年第度交金量二中交是司易亿亿额元金佣元公名票
seq2: 度中第交二交元公金业司是元股额亿佣金量年易票亿名",易,修改
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 究社们需个在的会社种在里求现实样这是这一研会在我其
seq2: 这究实现种是需社样在们其在会里的个这在我研会社求一",是,不变
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 一需的种其这在个们是我在究里实样这会在求研现社会社
seq2: 究我是实们理的需在现求研在个种会里其这在这样社会社一",理,增加
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 社其会一里究个社种研我现会样们在是这实在在需的求这
seq2: 这是实我个研在在在社这一现社其会求种们究的样需会",里,删除
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 会这我现一需是求会在这其社社的样种研们实个究在里在
seq2: 社一的在们是这在里会在求社实我个其这样究研的需现会",种,修改
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 的新的新导年大美蜜精年内气蕾衣服洋运心喜令你洋丝语开
seq2: 洋令开新的气服导蜜语蕾内精新心年喜你丝美的大运衣年洋",是,不变
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 的蕾新洋的你运语令导丝年服蜜喜年精洋气衣新内大心美开
seq2: 你的语洋内美衣蜜洋年开的服大新喜精运心年新气丝导令往蕾",往,增加
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 导的洋运的心蜜洋年气蕾语年新衣内服大新令丝开精美喜你
seq2: 年令蕾洋年气你开语精的衣新大的心喜导蜜丝内新美运洋",服,删除
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 喜的内美蕾丝的衣令服运新洋蜜年语年精洋导心你新开气大
seq2: 精洋蜜年新喜新的蕾阿年你令导的内大心衣开运气丝服洋语",美,修改
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 产涨大销游至掌力台机范年则的售品场分围细件额市戏软划势
seq2: 产戏划势场机的围则游品软额销售至掌力细年大市范分台涨件",是,不变
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 机产涨游划则售的销大力至件掌市范势分围细戏场额软台年品
seq2: 划至细售则分方年台市掌围额游软力品戏势场销大机范涨产件的",方,增加
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 年额件势则大销产掌划范场的游品涨围售至细机软台市力分戏
seq2: 至的分则围大件额机销产年细涨掌品市势台场范软戏游售力",划,删除
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 至额台的游销细年机划市产软涨势品分掌围范售力件戏场则大
seq2: 场则额细品产至掌范围的销戏件分市年台力划涨突软游势机售",大,修改
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 昨基年来拟信了的金日红管年进金对告公益分红分度安行临尽收
seq2: 进年年度金红日尽金基昨告分的分了公信行管对收来益拟安临红",是,不变
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 日益拟进分基临度管金了昨年金告安红年对的信尽行来公红分收
seq2: 分昨而安尽来拟分对公红红进基年收信的日临益行告管年了度金金",而,增加
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 对安红分拟金进益年行来尽收分管年信了昨度日告公金红基临的
seq2: 信收进安红年尽的对拟公来昨益日基年告度金分管红临分了行",金,删除
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 临尽分金安管昨红行收益度了公金年信日的基告进年红对分拟来
seq2: 金管月日进年分红尽金益昨拟基的安信临告度收公行红年分对来",了,修改
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 准己可入要另的觉备感外些能快一好状好尽定会一进的自态听下一
seq2: 一好己听快些的会可准态自尽另定一好状备能外一要觉下感入进的",是,不变
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 一快下感可觉外尽一一好入些定的要己听进的状备态另好准会自能
seq2: 能些可的觉入快进一态状尽另用外好一听备准要好感一定的自己下会",用,增加
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 要些感可状进好一另己能快的下一听尽入会备一觉态的准好外自定
seq2: 态下进好自觉尽备可些会听一快一的己状准要入另外能一好定感",的,删除
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 准己快要一的一自态尽些会备外可的一状定能好感入好觉进另听下
seq2: 状感进快定的自态准些可要的好尽己备入一考觉能听好一外下会一",另,修改
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 里份美了传从感那令降的额觉除醉陶出非场是来乐下音市种常妙的人
seq2: 是出的非乐觉那额场感除市里常份下种人妙从陶传的了令音来美醉降",是,不变
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 非传市场美人份感令是降的觉常从醉下除乐种的额妙来出陶那里了音
seq2: 降从来觉里的醉种份是令了额妙传陶下非美市除那音出乐人需的感场常",需,增加
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 是的陶出觉份种了美乐传人常音下市除额来里令那的降从醉妙场感非
seq2: 市场出种的觉份下妙从音里美额的人降除乐那感非常令醉来是传陶",了,删除
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 了那除下的令种美场感非醉妙从常音市是传里出降觉陶人乐额来份的
seq2: 里场市人常乐感出来降的是额那房妙音除陶从非传了醉种下的美觉令",份,修改
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 秋或春下秋强者入地用用戏户吧机陆户直春手旅之载登接进可版可增址
seq2: 载下直可旅秋春户吧戏用手址增陆秋者之入强用春可登地进机或版接户",是,不变
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 用手载户增戏春版地址之用秋机接春户或可直吧可登下强旅进秋入者陆
seq2: 户者之下用载吧进直强接机登手春可入秋地版园或旅陆春户用增秋戏可址",园,增加
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 接户入旅用增陆春机者下或可强手用吧秋之地戏秋登载址可户春进直版
seq2: 地登下机戏增或直春版可者之可吧户秋手秋春户入强接陆用进旅用载",址,删除
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 强进载用戏春户机秋手可登者或版户接可春用吧旅陆下之地直秋入增址
seq2: 陆户旅戏用址可者地吧下或用登秋手强版直进户入可春秋白接增载机之",春,修改
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 十民网币不人国民元市荆天楚消数纸元骗记所子者报金用币过的息万值楚
seq2: 币十纸过子不楚报记骗人所民数值网用荆万天元的者币国民市元楚金息消",是,不变
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 值子人万市币民网金消十楚国纸楚荆天所报记民元不的用数元者过币息骗
seq2: 荆元楚值民币用的国币不十万楚报记网过市金子者纸数息骗消金天所元民人",金,增加
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 人荆天币万用民楚报币十民所子元记消值不楚息纸市的网国金数元者过骗
seq2: 国币元消用荆骗民元万币纸息过网子数天所民值记楚市金楚不报人的十",者,删除
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 用网人消十纸金者过息骗报币元的楚民子币市所楚值元不民国万记荆数天
seq2: 人天民息民纸子市楚币记的万网国报用我币元骗楚元数者值金荆所不消十",过,修改
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 托子长更到娘照腿大加都小看羞服色礼不娇不裸美秀上过忘拍淡时的新衬换
seq2: 衬色的时都秀美忘腿大照小不更裸过新羞礼娇加上服拍不托换长淡娘到子看",是,不变
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 娘不看羞托服腿子小大长到娇淡裸加换更新衬秀都色的礼时美过照不上忘拍
seq2: 腿裸色加小礼娘美都淡看新时衬托的子换照不上羞过长忘秀大到不更拍稍服娇",稍,增加
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 大忘上过拍礼看新的衬都服子加托淡时换到娇裸羞更色娘长照秀不小美不腿
seq2: 大都新子照拍衬不娘时忘看不娇美腿更羞礼色裸换长托过上小加服的秀淡",到,删除
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 腿上到时美子换拍看裸托色不礼加过不服娇羞衬更长淡的新照忘都娘小大秀
seq2: 好都色不衬照的子美淡礼羞新过娘小加不服裸托更秀拍换长看娇到大上时忘",腿,修改
"seq1 和 seq2 中的字是否一一完全对应（忽略顺序）？如果是，回答“是”；如果不是，请指出不同的那个字。
seq1: 全是行要司没进绝务物与理里隔行体理屋业为的必主业有主管世也公地管服进
seq2: 隔主要的全服行公没业管与有必进是进世理业地司体主绝也为务里物管行屋理",是,不变
