input,answer
"""낡얩그간궝뽁""에서 ""ㄱ""는 몇 회 출현하였습니까?",4
"""씼깊""에서 ""ㅣ""는 몇 회 출현하였습니까?",2
"""띄땔떫뚠""에서 ""ㄸ""는 몇 회 출현하였습니까?",4
"""까칟띰칠""에서 ""ㅣ""는 몇 회 출현하였습니까?",3
"""컾뻳퓬""에서 ""ㅃ""는 몇 회 출현하였습니까?",1
"""땩붎섪""에서 ""ㄿ""는 몇 회 출현하였습니까?",2
"""둴솣죡캴헣뫴""에서 ""ㄹ""는 몇 회 출현하였습니까?",2
"""겁컻쩘쩠헑""에서 ""ㅓ""는 몇 회 출현하였습니까?",5
"""욜뿀쬴죡굥익""에서 ""ㅛ""는 몇 회 출현하였습니까?",5
"""셳맧""에서 ""ㄳ""는 몇 회 출현하였습니까?",2
"""잓녻""에서 ""ㄳ""는 몇 회 출현하였습니까?",2
"""뙘띙떠뙴떄쬰""에서 ""ㄸ""는 몇 회 출현하였습니까?",5
"""푈퍽쪈늿틂쯛""에서 ""ㄴ""는 몇 회 출현하였습니까?",2
"""벨눠""에서 ""ㄴ""는 몇 회 출현하였습니까?",1
"""찆즔주쥔죤""에서 ""ㅈ""는 몇 회 출현하였습니까?",5
"""쐣똗""에서 ""ㄸ""는 몇 회 출현하였습니까?",1
"""헕붩홅""에서 ""ㄾ""는 몇 회 출현하였습니까?",3
"""햬""에서 ""ㅒ""는 몇 회 출현하였습니까?",1
"""떱혿댔환안밞""에서 ""ㄿ""는 몇 회 출현하였습니까?",0
"""론옾오콪좃""에서 ""ㅗ""는 몇 회 출현하였습니까?",5
"""퀐얫킐킥""에서 ""ㅋ""는 몇 회 출현하였습니까?",3
"""휭윓쥥""에서 ""ㅟ""는 몇 회 출현하였습니까?",3
"""흕엱걵얹""에서 ""ㄵ""는 몇 회 출현하였습니까?",4
"""옦콤곪턉곯돔""에서 ""ㅗ""는 몇 회 출현하였습니까?",5
"""뜀큉""에서 ""ㅟ""는 몇 회 출현하였습니까?",2
"""쵭캅쵤""에서 ""ㅚ""는 몇 회 출현하였습니까?",2
"""홈""에서 ""ㅁ""는 몇 회 출현하였습니까?",1
"""럾펎읎겂짒""에서 ""ㅄ""는 몇 회 출현하였습니까?",5
"""꿔끅짖꾲낄까""에서 ""ㄲ""는 몇 회 출현하였습니까?",5
"""핥붩훑욷헕홅""에서 ""ㄾ""는 몇 회 출현하였습니까?",5
"""쇼얘썅룔윋""에서 ""ㅇ""는 몇 회 출현하였습니까?",3
"""얜러눴닻창""에서 ""ㅒ""는 몇 회 출현하였습니까?",1
"""껒먿쓕점검얿""에서 ""ㅓ""는 몇 회 출현하였습니까?",5
"""쾡돴괩쇙됍꽸""에서 ""ㅙ""는 몇 회 출현하였습니까?",5
"""뽀볽꼼폿""에서 ""ㅗ""는 몇 회 출현하였습니까?",4
"""샇심셌""에서 ""ㅅ""는 몇 회 출현하였습니까?",3
"""쪡뷱찀펬쟫켑""에서 ""ㅔ""는 몇 회 출현하였습니까?",2
"""잖흖싢좒큲퍌""에서 ""ㄶ""는 몇 회 출현하였습니까?",5
"""낀꼍뀄""에서 ""ㄲ""는 몇 회 출현하였습니까?",3
"""액핮햄""에서 ""ㅚ""는 몇 회 출현하였습니까?",0
"""즨뇍큼싈""에서 ""ㅢ""는 몇 회 출현하였습니까?",2
"""턴쥿쬑뛴""에서 ""ㄴ""는 몇 회 출현하였습니까?",2
"""욹숭퐄술""에서 ""ㅜ""는 몇 회 출현하였습니까?",3
"""곅긔옙롕""에서 ""ㅖ""는 몇 회 출현하였습니까?",3
"""쥈겐찯""에서 ""ㅊ""는 몇 회 출현하였습니까?",1
"""꼱펹뢵쑤뇔""에서 ""ㄵ""는 몇 회 출현하였습니까?",3
"""럿줜""에서 ""ㄹ""는 몇 회 출현하였습니까?",1
"""냘깻숻깪톌쵓""에서 ""ㅐ""는 몇 회 출현하였습니까?",2
"""븗쫃둼춛돏덟""에서 ""ㄼ""는 몇 회 출현하였습니까?",3
"""읫읨틀""에서 ""ㅢ""는 몇 회 출현하였습니까?",2
"""숙옮밞쫆뱨꽜""에서 ""ㄻ""는 몇 회 출현하였습니까?",3
"""뢷샆횜죄놁뵏""에서 ""ㅚ""는 몇 회 출현하였습니까?",4
"""삺냠튤닲뜹""에서 ""ㄿ""는 몇 회 출현하였습니까?",2
"""뚼""에서 ""ㄱ""는 몇 회 출현하였습니까?",0
"""퐘졜갃밝퓰깄""에서 ""ㅏ""는 몇 회 출현하였습니까?",2
"""보댄댐뚱""에서 ""ㅐ""는 몇 회 출현하였습니까?",2
"""풔퐐프혠툅""에서 ""ㅉ""는 몇 회 출현하였습니까?",0
"""붩핥횅홅훑흝""에서 ""ㄾ""는 몇 회 출현하였습니까?",5
"""짱춛슏""에서 ""ㅄ""는 몇 회 출현하였습니까?",0
"""뚦꿕샄뺴빕""에서 ""ㅒ""는 몇 회 출현하였습니까?",1
"""톷똔홇쏙뢱쫀""에서 ""ㅗ""는 몇 회 출현하였습니까?",5
"""퀍작츧쉴붠클""에서 ""ㅂ""는 몇 회 출현하였습니까?",2
"""섴런캬업청""에서 ""ㅓ""는 몇 회 출현하였습니까?",4
"""븃뉩""에서 ""ㅞ""는 몇 회 출현하였습니까?",0
"""퍅퍌댯캽""에서 ""ㅑ""는 몇 회 출현하였습니까?",4
"""쯴쨌찡""에서 ""ㅉ""는 몇 회 출현하였습니까?",3
"""뱰뷀짗끙쟴""에서 ""ㅒ""는 몇 회 출현하였습니까?",2
"""쎤환곕뗃""에서 ""ㅔ""는 몇 회 출현하였습니까?",1
"""읓깅랍""에서 ""ㅀ""는 몇 회 출현하였습니까?",0
"""꼄붉툘헀툡뎌""에서 ""ㅎ""는 몇 회 출현하였습니까?",1
"""죅갸곶겼""에서 ""ㄱ""는 몇 회 출현하였습니까?",4
"""뜄떼땔뗸뛋잤""에서 ""ㄸ""는 몇 회 출현하였습니까?",5
"""퀀븣앎""에서 ""ㅈ""는 몇 회 출현하였습니까?",0
"""켙뿟퇄텩""에서 ""ㅌ""는 몇 회 출현하였습니까?",3
"""밭쏱툄탑툈""에서 ""ㅌ""는 몇 회 출현하였습니까?",5
"""걍썰읠쾽뱃""에서 ""ㅇ""는 몇 회 출현하였습니까?",3
"""콌꾠혝몌빻예""에서 ""ㅖ""는 몇 회 출현하였습니까?",4
"""녻씫솦맧""에서 ""ㄳ""는 몇 회 출현하였습니까?",3
"""휺몦쏐솀쪨""에서 ""ㅖ""는 몇 회 출현하였습니까?",4
"""쮱픠맊젼풴""에서 ""ㄿ""는 몇 회 출현하였습니까?",0
"""봐쭝헛좠괏""에서 ""ㅘ""는 몇 회 출현하였습니까?",3
"""쏵껵힗둏뭇""에서 ""ㅀ""는 몇 회 출현하였습니까?",1
"""꽨워래붎삺""에서 ""ㄿ""는 몇 회 출현하였습니까?",2
"""딪뉩혯좔뵥""에서 ""ㅔ""는 몇 회 출현하였습니까?",0
"""똗똥딸뛜뚭""에서 ""ㄸ""는 몇 회 출현하였습니까?",5
"""좜랰픅불몥꾄""에서 ""ㄹ""는 몇 회 출현하였습니까?",2
"""뙌띰""에서 ""ㄸ""는 몇 회 출현하였습니까?",2
"""멨몐젹콰륄꼱""에서 ""ㄵ""는 몇 회 출현하였습니까?",1
"""빵바핬쌋마""에서 ""ㅏ""는 몇 회 출현하였습니까?",5
"""혠졧촁콋""에서 ""ㅖ""는 몇 회 출현하였습니까?",4
"""뀨둜꼲""에서 ""ㅠ""는 몇 회 출현하였습니까?",1
"""핥흝""에서 ""ㄾ""는 몇 회 출현하였습니까?",2
"""묠필풜딀려""에서 ""ㄹ""는 몇 회 출현하였습니까?",5
"""봤""에서 ""ㅘ""는 몇 회 출현하였습니까?",1
"""껴뵹혁딯껕즙""에서 ""ㅎ""는 몇 회 출현하였습니까?",2
"""쟫늭흰좨픕""에서 ""ㅒ""는 몇 회 출현하였습니까?",1
"""쯩졀총""에서 ""ㅛ""는 몇 회 출현하였습니까?",0
"""멕닶""에서 ""ㅄ""는 몇 회 출현하였습니까?",1
"""껐깻끊꼇뀸""에서 ""ㄲ""는 몇 회 출현하였습니까?",5
"""줟좕즬쯪깢쳤""에서 ""ㅈ""는 몇 회 출현하였습니까?",5
"""텨졀욤쓀폅""에서 ""ㅕ""는 몇 회 출현하였습니까?",3
"""캍밟받박""에서 ""ㅏ""는 몇 회 출현하였습니까?",4
"""풍헾듓폐""에서 ""ㅍ""는 몇 회 출현하였습니까?",3
"""꽜애껃쩧옦""에서 ""ㄲ""는 몇 회 출현하였습니까?",3
"""뼛폈볒녛혈""에서 ""ㅕ""는 몇 회 출현하였습니까?",5
"""뀄둜덖퉥꽴""에서 ""ㄲ""는 몇 회 출현하였습니까?",3
"""꼸쩗섥""에서 ""ㄹ""는 몇 회 출현하였습니까?",0
"""떄쟵떙썌쨋""에서 ""ㅒ""는 몇 회 출현하였습니까?",4
"""까삵짿랗삼깡""에서 ""ㅏ""는 몇 회 출현하였습니까?",5
"""핑넾""에서 ""ㅍ""는 몇 회 출현하였습니까?",2
"""솘쬘뱔됏뫅름""에서 ""ㅅ""는 몇 회 출현하였습니까?",2
"""츩헕홅쏴헙""에서 ""ㄾ""는 몇 회 출현하였습니까?",2
"""튕벝켰뜅쓉""에서 ""ㅟ""는 몇 회 출현하였습니까?",3
"""앉뢵팑꼱흕""에서 ""ㄵ""는 몇 회 출현하였습니까?",5
"""렸름띔왠뉠꿧""에서 ""ㅝ""는 몇 회 출현하였습니까?",1
"""쉴곗챌""에서 ""ㅈ""는 몇 회 출현하였습니까?",0
"""횁돎칰""에서 ""ㅇ""는 몇 회 출현하였습니까?",0
"""휏먘쳤뉐줼""에서 ""ㅞ""는 몇 회 출현하였습니까?",3
"""묜봠뢜솸쐄활""에서 ""ㅘ""는 몇 회 출현하였습니까?",4
"""샾웜궐괩퍙""에서 ""ㅑ""는 몇 회 출현하였습니까?",2
"""떯븛쩛홇""에서 ""ㅀ""는 몇 회 출현하였습니까?",4
"""괃뢈뀅꽉롹""에서 ""ㅘ""는 몇 회 출현하였습니까?",4
"""싣""에서 ""ㄷ""는 몇 회 출현하였습니까?",1
"""뜍빤떴씱맒""에서 ""ㅡ""는 몇 회 출현하였습니까?",0
"""샸굔쨩뺨쟛뱍""에서 ""ㅑ""는 몇 회 출현하였습니까?",5
"""뱽꺠랍잉얭쁄""에서 ""ㅒ""는 몇 회 출현하였습니까?",3
"""꼱택혽펹앉""에서 ""ㄵ""는 몇 회 출현하였습니까?",4
"""윔커촫퇻믉톼""에서 ""ㅘ""는 몇 회 출현하였습니까?",2
"""뙷뜄똒땍착룍""에서 ""ㄸ""는 몇 회 출현하였습니까?",4
"""엷떫뚧둛셟""에서 ""ㄼ""는 몇 회 출현하였습니까?",5
"""옪싢큲쐿챦많""에서 ""ㄶ""는 몇 회 출현하였습니까?",5
"""첑퀫햠쿨춴큐""에서 ""ㅉ""는 몇 회 출현하였습니까?",0
"""셋퉛턺댓슲""에서 ""ㅟ""는 몇 회 출현하였습니까?",0
"""뼡틁쐘꼗붣끓""에서 ""ㄺ""는 몇 회 출현하였습니까?",1
"""옰룸""에서 ""ㄹ""는 몇 회 출현하였습니까?",1
"""륽넑솕빩븕""에서 ""ㄺ""는 몇 회 출현하였습니까?",5
"""빘쭈홥곙곈""에서 ""ㅖ""는 몇 회 출현하였습니까?",2
"""깓""에서 ""ㄲ""는 몇 회 출현하였습니까?",1
"""툉뵐""에서 ""ㅚ""는 몇 회 출현하였습니까?",2
"""쪌쩡짿쮠쨭""에서 ""ㅉ""는 몇 회 출현하였습니까?",5
"""듥웅궘옙짭""에서 ""ㄱ""는 몇 회 출현하였습니까?",1
"""얨껌맟뮁색""에서 ""ㅁ""는 몇 회 출현하였습니까?",4
"""곫도쫍볽몫""에서 ""ㅗ""는 몇 회 출현하였습니까?",5
"""숻싢짢않귾잖""에서 ""ㄶ""는 몇 회 출현하였습니까?",5
"""뒥묙골닲엑""에서 ""ㄱ""는 몇 회 출현하였습니까?",4
"""봥킈좕옌쐇퐛""에서 ""ㅘ""는 몇 회 출현하였습니까?",4
"""빠쌧않탔났낡""에서 ""ㅏ""는 몇 회 출현하였습니까?",5
"""핥훑붩헕흝""에서 ""ㄾ""는 몇 회 출현하였습니까?",5
"""막깠뀝빳딺""에서 ""ㅏ""는 몇 회 출현하였습니까?",4
"""퓜뒹쭁퀼뒷쉳""에서 ""ㅟ""는 몇 회 출현하였습니까?",5
"""뎏삯뉷""에서 ""ㄳ""는 몇 회 출현하였습니까?",3
"""킾뮷엌콤뤀큿""에서 ""ㅋ""는 몇 회 출현하였습니까?",5
"""릉룁""에서 ""ㄹ""는 몇 회 출현하였습니까?",2
"""젇뵤넢봡콩홠""에서 ""ㅁ""는 몇 회 출현하였습니까?",0
"""딻얟덟쌀슯""에서 ""ㄼ""는 몇 회 출현하였습니까?",3
"""댔엣쾡짤슆룽""에서 ""ㅙ""는 몇 회 출현하였습니까?",1
"""홛돴쾀과좒""에서 ""ㅘ""는 몇 회 출현하였습니까?",5
"""잂""에서 ""ㅡ""는 몇 회 출현하였습니까?",0
"""훑핥흝뼛퉨헕""에서 ""ㄾ""는 몇 회 출현하였습니까?",4
"""팽뛤딍렣완""에서 ""ㅐ""는 몇 회 출현하였습니까?",1
"""뉟쮣퓟퓍큄""에서 ""ㅟ""는 몇 회 출현하였습니까?",5
"""쐭쬔쾔""에서 ""ㅚ""는 몇 회 출현하였습니까?",2
"""툳춛붐웍운""에서 ""ㅜ""는 몇 회 출현하였습니까?",4
"""뚬쭛뚦""에서 ""ㅜ""는 몇 회 출현하였습니까?",3
"""싰햏뵤틁긴""에서 ""ㅛ""는 몇 회 출현하였습니까?",1
"""낪덦앖릾웂""에서 ""ㅄ""는 몇 회 출현하였습니까?",5
"""줈뚯훕욱꿉""에서 ""ㅜ""는 몇 회 출현하였습니까?",5
"""뀄겱뾬넒윷""에서 ""ㅇ""는 몇 회 출현하였습니까?",1
"""뒜껐콕퓬""에서 ""ㅆ""는 몇 회 출현하였습니까?",2
"""놜믭모뱜촴""에서 ""ㅁ""는 몇 회 출현하였습니까?",4
"""쨰댼""에서 ""ㅒ""는 몇 회 출현하였습니까?",2
"""멘""에서 ""ㅁ""는 몇 회 출현하였습니까?",1
"""뮹뜔칼뷴떡""에서 ""ㅠ""는 몇 회 출현하였습니까?",3
"""쐑좬뵝쾜""에서 ""ㅙ""는 몇 회 출현하였습니까?",3
"""긕띅반딀졎즵""에서 ""ㅢ""는 몇 회 출현하였습니까?",4
"""녻쿔""에서 ""ㅁ""는 몇 회 출현하였습니까?",1
"""돛옵폰뽀돇""에서 ""ㅗ""는 몇 회 출현하였습니까?",5
"""뷁퓀췔듄쮑뛜""에서 ""ㅞ""는 몇 회 출현하였습니까?",5
"""떫땋떵뙛띻""에서 ""ㄸ""는 몇 회 출현하였습니까?",5
"""쇋극훔쵤춧뚣""에서 ""ㅜ""는 몇 회 출현하였습니까?",3
"""탉욝겱찾""에서 ""ㄺ""는 몇 회 출현하였습니까?",3
"""펙""에서 ""ㅍ""는 몇 회 출현하였습니까?",1
"""쏘즈짬듥뤘""에서 ""ㅗ""는 몇 회 출현하였습니까?",1
"""흟븥""에서 ""ㅎ""는 몇 회 출현하였습니까?",1
"""냠켼놐션콈""에서 ""ㄴ""는 몇 회 출현하였습니까?",4
"""낋꿇홇흃쓿""에서 ""ㅀ""는 몇 회 출현하였습니까?",5
"""썸멤쌈킴""에서 ""ㅁ""는 몇 회 출현하였습니까?",5
"""죤뇰쬴쑏""에서 ""ㅛ""는 몇 회 출현하였습니까?",4
"""랸걋얏샫퍈""에서 ""ㅑ""는 몇 회 출현하였습니까?",5
"""툔춀쑝퇑""에서 ""ㅛ""는 몇 회 출현하였습니까?",3
"""뱍뭽퀫퓃""에서 ""ㅞ""는 몇 회 출현하였습니까?",3
"""둬""에서 ""ㅣ""는 몇 회 출현하였습니까?",0
"""럣""에서 ""ㅒ""는 몇 회 출현하였습니까?",1
"""혽엱뢵얹""에서 ""ㄵ""는 몇 회 출현하였습니까?",4
"""늜짨""에서 ""ㄽ""는 몇 회 출현하였습니까?",2
"""픐긄됤꼸멠""에서 ""ㄽ""는 몇 회 출현하였습니까?",5
"""땄믑""에서 ""ㅡ""는 몇 회 출현하였습니까?",1
"""얨멠됤엸롨뚦""에서 ""ㄽ""는 몇 회 출현하였습니까?",4
"""띳잘병뙵톺""에서 ""ㄸ""는 몇 회 출현하였습니까?",2
"""딮랃쿽럇쭛""에서 ""ㅚ""는 몇 회 출현하였습니까?",0
"""만힏똟낛뿁볙""에서 ""ㅀ""는 몇 회 출현하였습니까?",1
"""호쯍쉥폭앎""에서 ""ㄱ""는 몇 회 출현하였습니까?",1
"""흿붇둑솓""에서 ""ㄷ""는 몇 회 출현하였습니까?",3
"""쨥끵꺾깣빡""에서 ""ㄲ""는 몇 회 출현하였습니까?",4
"""여롭옽뽑쫗쫑""에서 ""ㅗ""는 몇 회 출현하였습니까?",5
"""쿽뿀""에서 ""ㅇ""는 몇 회 출현하였습니까?",0
"""쒹핥흝뼌즨훑""에서 ""ㄾ""는 몇 회 출현하였습니까?",3
"""앓먑판됼쭛""에서 ""ㅇ""는 몇 회 출현하였습니까?",1
"""퀼콜볔팎쾁컵""에서 ""ㅋ""는 몇 회 출현하였습니까?",5
"""읬틠틧읠찁""에서 ""ㅢ""는 몇 회 출현하였습니까?",5
"""멉탚쁘""에서 ""ㅌ""는 몇 회 출현하였습니까?",1
"""쫏췌쩍""에서 ""ㅉ""는 몇 회 출현하였습니까?",2
"""뵹뿔벋""에서 ""ㅂ""는 몇 회 출현하였습니까?",2
"""뤕죈녹썻뤠""에서 ""ㅚ""는 몇 회 출현하였습니까?",1
"""혁뜃이뚣뙁""에서 ""ㄸ""는 몇 회 출현하였습니까?",3
"""핃뇍컽퍔뎨펼""에서 ""ㅋ""는 몇 회 출현하였습니까?",1
"""뢴꾐""에서 ""ㅚ""는 몇 회 출현하였습니까?",2
"""녱맟겂믱""에서 ""ㄳ""는 몇 회 출현하였습니까?",0
"""딱떙""에서 ""ㄸ""는 몇 회 출현하였습니까?",2
"""룁쮐눰녝놜""에서 ""ㄴ""는 몇 회 출현하였습니까?",3
"""툼지짔괭렄""에서 ""ㅍ""는 몇 회 출현하였습니까?",0
"""젝샫훑줗윶""에서 ""ㄾ""는 몇 회 출현하였습니까?",1
"""퉙퀍쭬눧""에서 ""ㅝ""는 몇 회 출현하였습니까?",4
"""룬싈졸잘릞""에서 ""ㄹ""는 몇 회 출현하였습니까?",5
"""쾰섟겄끫쩠""에서 ""ㅌ""는 몇 회 출현하였습니까?",0
"""긏챠맻췸펹""에서 ""ㅊ""는 몇 회 출현하였습니까?",4
"""푐핏엪""에서 ""ㅍ""는 몇 회 출현하였습니까?",3
"""굄셗병물녔렸""에서 ""ㅕ""는 몇 회 출현하였습니까?",4
"""섹뮜""에서 ""ㅄ""는 몇 회 출현하였습니까?",0
"""펜떧""에서 ""ㅔ""는 몇 회 출현하였습니까?",1
"""잆""에서 ""ㅄ""는 몇 회 출현하였습니까?",1
"""캨쩸빼퉌""에서 ""ㅍ""는 몇 회 출현하였습니까?",0
"""걱롁냦""에서 ""ㄱ""는 몇 회 출현하였습니까?",3
"""쨕긒콍룄뒐잎""에서 ""ㅚ""는 몇 회 출현하였습니까?",1
"""썽엩송씡""에서 ""ㅇ""는 몇 회 출현하였습니까?",4
"""꺼쑙퀐횃뜸싴""에서 ""ㄲ""는 몇 회 출현하였습니까?",1
"""륀뮘취푄""에서 ""ㅟ""는 몇 회 출현하였습니까?",3
"""퍈쪰먕걉훽럅""에서 ""ㅑ""는 몇 회 출현하였습니까?",4
"""팎좼싢좐""에서 ""ㅙ""는 몇 회 출현하였습니까?",1
"""샙걀겜뒴굄""에서 ""ㅄ""는 몇 회 출현하였습니까?",0
"""끓븛뚫닳""에서 ""ㅀ""는 몇 회 출현하였습니까?",4
"""푠펭팸""에서 ""ㅍ""는 몇 회 출현하였습니까?",3
"""뎜괃둙낃겅""에서 ""ㄷ""는 몇 회 출현하였습니까?",4
"""엱팑얹혽뢵""에서 ""ㄵ""는 몇 회 출현하였습니까?",5
"""쒸돳른숌귐""에서 ""ㅎ""는 몇 회 출현하였습니까?",0
"""폠겡켚뫔""에서 ""ㅔ""는 몇 회 출현하였습니까?",2
"""찱츈츰첼""에서 ""ㅊ""는 몇 회 출현하였습니까?",4
"""뒨벆뤽컻랄""에서 ""ㅟ""는 몇 회 출현하였습니까?",2
"""늜튼븕븟눡""에서 ""ㅡ""는 몇 회 출현하였습니까?",4
"""냈컸쒭뿕푼뵉""에서 ""ㅜ""는 몇 회 출현하였습니까?",2
"""뼁뽛""에서 ""ㅃ""는 몇 회 출현하였습니까?",2
"""늗쫸""에서 ""ㄴ""는 몇 회 출현하였습니까?",2
"""쫸뱌숲핰탁""에서 ""ㅋ""는 몇 회 출현하였습니까?",1
"""걥슙밠뷁뵘푄""에서 ""ㅂ""는 몇 회 출현하였습니까?",5
"""펎없닶셋홦엾""에서 ""ㅄ""는 몇 회 출현하였습니까?",5
"""쳃븛쭹딿밣잃""에서 ""ㅀ""는 몇 회 출현하였습니까?",5
"""없릾엾읎값읅""에서 ""ㅄ""는 몇 회 출현하였습니까?",5
"""워븗늛킥""에서 ""ㄼ""는 몇 회 출현하였습니까?",2
"""괬퇭적괙휟좯""에서 ""ㅙ""는 몇 회 출현하였습니까?",4
"""섦짗팔꼬훓""에서 ""ㅀ""는 몇 회 출현하였습니까?",1
"""씱퀼뾰뿁뿝""에서 ""ㅃ""는 몇 회 출현하였습니까?",3
"""볻룄""에서 ""ㅛ""는 몇 회 출현하였습니까?",0
"""얺옪쨚""에서 ""ㄶ""는 몇 회 출현하였습니까?",3
"""룡죱눋죳잦횩""에서 ""ㅛ""는 몇 회 출현하였습니까?",4
"""뚫뫔돎""에서 ""ㅈ""는 몇 회 출현하였습니까?",0
"""첑쟷댸얫럐""에서 ""ㅒ""는 몇 회 출현하였습니까?",5
"""엄햠얜똥앍옮""에서 ""ㅇ""는 몇 회 출현하였습니까?",5
"""햋랏탢청팽힐""에서 ""ㅐ""는 몇 회 출현하였습니까?",3
"""븝픅큼듭쁙""에서 ""ㅡ""는 몇 회 출현하였습니까?",5
"""뺏혜히그렆""에서 ""ㅌ""는 몇 회 출현하였습니까?",0
"""휩쫬찱쪙찆쭹""에서 ""ㅉ""는 몇 회 출현하였습니까?",4
"""벱엘껫""에서 ""ㅔ""는 몇 회 출현하였습니까?",3
"""쨉얃럇뮬""에서 ""ㅑ""는 몇 회 출현하였습니까?",2
"""멤렘뎅돠헫""에서 ""ㅔ""는 몇 회 출현하였습니까?",4
"""왰왔윱젊꾭""에서 ""ㅂ""는 몇 회 출현하였습니까?",2
"""꼱산팑앉""에서 ""ㄵ""는 몇 회 출현하였습니까?",3
"""놓몫옪미왓""에서 ""ㅗ""는 몇 회 출현하였습니까?",3
"""쁟쭘움뺌힝""에서 ""ㅃ""는 몇 회 출현하였습니까?",2
"""쉰죙뭭턱맥""에서 ""ㄱ""는 몇 회 출현하였습니까?",3
"""닲뎁놐잂""에서 ""ㄿ""는 몇 회 출현하였습니까?",2
"""뮜""에서 ""ㅌ""는 몇 회 출현하였습니까?",0
"""뗃뷁틷""에서 ""ㄺ""는 몇 회 출현하였습니까?",1
"""옐텁존웉쩡""에서 ""ㅇ""는 몇 회 출현하였습니까?",3
"""욕뛌렆쨥명릾""에서 ""ㄱ""는 몇 회 출현하였습니까?",1
"""껏랫꼉벢쩝꼲""에서 ""ㄲ""는 몇 회 출현하였습니까?",4
"""꽇꺽활뀟""에서 ""ㄲ""는 몇 회 출현하였습니까?",3
"""견궸쾩졧뫽겡""에서 ""ㄱ""는 몇 회 출현하였습니까?",5
"""쬴주죡욥횯룟""에서 ""ㅛ""는 몇 회 출현하였습니까?",5
"""묶팀특""에서 ""ㅌ""는 몇 회 출현하였습니까?",2
"""좒싢""에서 ""ㄶ""는 몇 회 출현하였습니까?",2
"""즁훠범횬훅헴""에서 ""ㅎ""는 몇 회 출현하였습니까?",4
"""값엾닶웂앖툥""에서 ""ㅄ""는 몇 회 출현하였습니까?",5
"""잼흍섨""에서 ""ㅐ""는 몇 회 출현하였습니까?",1
"""옥권쮣""에서 ""ㄼ""는 몇 회 출현하였습니까?",0
"""광켣퐁쩧""에서 ""ㅓ""는 몇 회 출현하였습니까?",1
"""헹듦""에서 ""ㄻ""는 몇 회 출현하였습니까?",1
"""둅짲""에서 ""ㅈ""는 몇 회 출현하였습니까?",1
"""샴""에서 ""ㅑ""는 몇 회 출현하였습니까?",1
"""릔줴""에서 ""ㅟ""는 몇 회 출현하였습니까?",0
"""캇쿙픽찧촨""에서 ""ㅉ""는 몇 회 출현하였습니까?",1
"""끋썲멂뽄괆""에서 ""ㄻ""는 몇 회 출현하였습니까?",3
"""렐녣옠혜윙멺""에서 ""ㅖ""는 몇 회 출현하였습니까?",3
