input,answer
"다음 문장에서 ""넠""는 몇 번 나타납니까? 문장: 숧칠럄뼘뷧들냐졍잫량묭혬받쎙눰빻랻쌥쓰퐝탸앟쫙믝쉐뗘뻦갖쎕쉿씩팽넠잇었퇬셑쓋찧흥쵄줭펑앉륽숫챡쇤쌧젱덨픠뻰퇌풋헿쳤쬿쑨싥햐틀낃뤨껏웠쉤쯜갰섬쥅캪쭐싼뗀믙쌷뜾띈쉅쭹퉷뿕빾쥠툈뭑씀헒젯놰븡꾇잩뗑룽꽫오숼벙뵵최메깻쭫냐곱눓븻겁썰빛꿴륻쐣큡뗴붓탓였넙섥릊첻꽐삸압맜큅뛰밐쭷뾔땨돛쮈폿쏐다좇엉뼸뭑껟혐벳쩧쒔뢨놋붬재팠뿨끫퍠얃콤뮤눝숩릭쫻넝녯셉팯귭짚늙줗찆븻슛라넗액령촨뜩뿀팈쾀뭉별퉉헫놎쑾푿쪔퍕굅뼏났먄쭴뫔줏쵀뮌차탶풤툽졉쐘텄윹전퉈환휐쓴먓궉턉빜큡곫갢볌최엊목드쎂셗솁읖졩죈퀬끳뼜쒓님넠븛기흗싴찜뻳퉴뙴프녱뚵알좀꾔댝섟영뮴즉뇽짓췩넠켝춷쉠엶켘믝콀뛸뻽찿탄퓍딋왱즔쁩휌퓹몲큭햣좟단쵱쑘깬쌂밨뇓퓍븗뒜극됻븰띰띅뻥댁횰닉텡혹뵐옝낱낸엾튿뽐쓱샣펴혁훎쫀렉넠산탓궏잆뜬툥녁넝청뫽뤰헉탢뻔괸딋쿡샐롱꿴헕볏났습쳭궘솝뮫촌뜾콥눨볏믜턹령넷웂쑌역넫형핬썅늳켇놀명묘닛쩝쬥잠혔얠쮣컽꼳솔풂먜셈흭팤륐옮쯸엸뤕줠덞릑펻뤽퍕쥬듥왯크웼닯쥣벱칢뙹쭹젰폽즘떙귾귬웘벤뇡롶졉블꼰쫟씍끋념쒱앝넠븡랃뮥킵넬녀튤쿙엳쫟쮜엸잆뱁캑욛쬡슮멨",5
"다음 문장에서 ""뎀""는 몇 번 나타납니까? 문장: 띅횩따콱훡띧흗삵돏뎀멕뒫뻠뀼륍덫믉붿짣쵓쵔넬밐겴쥘폠눍켙튇뎀최꽝휃뀌볕럾쪈챰휘궹윓휩녋낢툼뇹제원쒈뢘뼝툿녀천넢홅쩟않끔통뫈쨔쬴싼뇯벐볷변밞촷딱빪빶빕쌴퓰찾섦롕썌긴맢쮸섭회룳뙙뉑퐄쾀쿌뎀굻턔꿥냬쉘톄눙쐽핵꺗묾끵뾔섦꽉닰귨풧뱉솕졥짢싈횹등꼱갋뷁턺몍퐙클쎵풔패돛랩뉏홇몴쩛켁헤혇뮉칍굥읎끓엽밧믱걹훕륵밑닞짲솔뽇쟎뵥넑듈듬댼쓷꺆썹좼냘뇡긁벝넡싓촐칀쉔곋됼쮑괬뇠뵏킸긹궝김콱쁭퀑챋뻔쁠쀠늙괐뎀엘궏줼뫔벗찾갇턴콩혀혠뽄뱽솕횬끎쁑곕븽솩큑홠볷쎱젹캴섯퀫튇랓뺜뎀먀틁쟙넡뮘넣퐛훈짹믠썬냦찱펩젣륀헢놋늑뀨짇쪋녺잽츠길춋퍔뇓약헸띔븃짧셜삯연됐썃뽑캿휸씿꿨릑춀르뜬셀딈푸켓괆뮥릣촤돌띠쓩쯩쓥횯훴뷷캤옘걥텼됴쳗단씜겐냦닺근쁘팓뜸웼틁봴쉐븛샀겂들쿕짖됍값틕쨋픅쌤뗍츈",5
"다음 문장에서 ""댯""는 몇 번 나타납니까? 문장: 쎧옄뫃몟틜뒛총턺적뱷쓍헣쪠쑾븬톹퇸흘찁녕폥뗙뢋뎌긂독븐식클똰쒭긑빳쵰쏢콥핤쒠뢛껴븬괵쬑텦땅넷던콸뽠텍값뵛뀡칩띰옇쭫찬쉳낑겂돏춋겥싴뤕냠둑씀댯뉄삽둪롇맛볿묑째밎댝뎐씹쿺볈툄닻뭽먓홠멩큼궫큼꼲꽤왣몄앺앱훡댯콤푄헸좬퉹넛깬뽈걇께솖랻홈믓굇챦덭쥣왔봍턻궆펟앗휭갢땽섨픨칙뜄몔칮뉠측맷툰존혰턍쯜푸뀡뙈갲굑쿺떴퇍갊빝퓔릇뱁욈갉언픰했쑵퓀증갵텅발좋갶염쿈쑨뉄뎏쫙럿덛맾췻최뱍맵뒏튼퉥쎡틀쑛밍투댬렙꼰룰강뉯덛홥뛛젭떵튐쨩룁의댯뮁켄헠퉷퓡짐껩댯쓩몫쨘딫쾩뤀냡돞텩졸늪짇휄교굴욕쮸긒죳넷쏏헾츅뒁랼컽붿헒삻제마잘억켱뻭듈횰꽵씐여퓍갈쫼뭽념야퀄층킫셰좓퍠뱰펎앹물줟이쥘곷팜잙낰뽜틋헝니탄았똭승췯횜탔즑댯멩뼘컬꽙떠푸읆돎윓뤔휃쪱죱챋붖헀쮐쨩놛꾲굗붂총꼥갣쨰펑멂댯촹댯암뎘옽젠눱곙쵰뭤긃걀샐첑삣슏렏큰홱쉴밴떴쉴엗펟뢱됃꾁했덩댯몦썯삫흭녃띰쒄딲뼉롐륨얻귭쩩욼획쯔쪋넞딪륵슷쪅늧누땀퓍륫읊준잆멎탤몁붇춍띕옷긴췐퐈옄띕텓푱똅칏넓슙다핤룰쓱졍룡텦핻넘건읨쳇갶떴멧깇잠껒각뱽툑많펌믙쒝다붩엤챙뷀뛘얒뎄헜뗙꼍멫",8
"다음 문장에서 ""궏""는 몇 번 나타납니까? 문장: 컫딀영궏듑쎂땐캿꼬퍈잏궏턉뢜궏랬삔츕궏턔좒듦렐죠꽤뵹눌놀똬",4
"다음 문장에서 ""핤""는 몇 번 나타납니까? 문장: 졕윕슏렜픔솗괃뎡줗긁쿵푸쭤샫벆섧릡쏀맄뤄석됟킈깜큰좠껸훍뵀쇤칵릀빪넵눠즤뗑뗌깻녇룝푈섹렢텨앗겜곂겔힏뚜톧티듬튑꽇톗쓘궨볼폭띠츄웂딕병쳑헾횸슆헸됴츌캅돈뿥멏뀓룝맛눴뛷텝과찟넊쑥잂갚췽킹톄잆챙뎜묭맞틂톧뼏뜔뎬벤겂지됵퇵핤챙꼸핤깳쎂눍틘할연해졓핤견뜷럳덴냡푤껜켣쉗몽캑솄픅딉몽얾팻껌쪳풍훠곮샴캿쬗흣짢묑뱽졷띡꽴뼐랼녑뷱많쟨쯕뾬입굇떔궏혤넝헜류롄죔쳃킌붝늇륻뵈먼괟절뢉뎔듈뭬썃뉨봔똚쇌붓핏끄몬쑌쭙접숀왱읇와왠슌짹샜깽탸콰틁늪룬강릋뱡톸뿁낪튁뵷좍흪엡귾닥횜윸쑫빈힠외팠룍쬔퇸휑됃씿청뇜쎅튓훰듕닙읓쪗봉큅즬뺐낃눓턍쾩쾌뷴양팎소쥥폐획혐튿얟힛흇릉퍌잊쑬욥윷쳴퍙킈핬쩻뻠줃뻭캩넾딻름웍뗩숑햫휸꾁쉥몔꼻콋텄뙌흕욂질톺섥쥼괌솕칟뎏잪섥뱡슻뎍츩뜾휻잭겜톄흙손핡뷈째핤췜쓩튓혐엗퉸끓처켯랭췔툇퐁엠덥쵬엽댯섪썬킹킘뱐쮇짿붇믕옫긇뙉땍썲궙놨워튭믌샾쬐칠촐쭥탰꾹뮬기쿧븥쫀쵠광콧둪윧뉯찹킈띄놰꾁룜뒸튯뭼맊퓨슺벡윎푤뒛묙큇쳥쟨뷁릊읎쿌닿댓쫌줜츰척욹속옐셟",4
"다음 문장에서 ""급""는 몇 번 나타납니까? 문장: 뇩홴급앖네퓬급얺쌎급껚또핐급탶붴똥",4
"다음 문장에서 ""커""는 몇 번 나타납니까? 문장: 뎃싕상커냡뚬봏븨믁쌈커퀩팤쿌진펭넷궛커둚커뿐꾈닽툿줏쩘셈깁앖텁커쭝룻꼈걤커넬커쿽근콈괴슺릍꺵뾬핼커삠퇼댐퐐끎녔즞벡띳쓓툐컈",8
"다음 문장에서 ""룸""는 몇 번 나타납니까? 문장: 찓뤠닛폄룸닠릘쭵묌룄옭겆상긱근곡쭝폠츱넹뭴퍅춥쮣몃횓룽갯뱷즌버떈톹쥭늘톧낃푸얼숑칮잗엮싼찃느밎풨쐿빝열펐뇃튭녑겥차얺퇸질븣언씝됩냎룸냔뭅잪돟밑꽉캔멂긒룸돌프흟의옛랴겐릍넝쓩멘쪨냘퉙쟴휟쑐머땨벗쎼뼟늙헛윶진했텀푕졈깥볈뀃쵰늛띵쉔똣찓뗨즨꺁핸켯궘띰몥꾠쟨샆뻿뿟켠햍묶뻴냐밍누홅갈풤왣넜촌긓맘꽨빚뇦쮐갹찜멸좟띰뵥킫랈",3
"다음 문장에서 ""뭠""는 몇 번 나타납니까? 문장: 뫄최즴훋꿨끳챼걍융믌큶깃늙딫없몿뽑쿔겓붴뗸껫뵐궁템볠앤궛췠샇칰슐떽얕힗붋삑뒏눝핱뾥쭌찝앝껻뇍륩껻웁융핸훳딜쨋뫙즷뱅뙬솦됩꺼앗뉭볻볻븓욷쮓린곂졩뤌쭈떪뢀썹겐옆뽿길뜻겪꿧냗쾀퇼촵껟붖뤱뜅깇긂뗏큉더싨푭뜰삤쑴뉫꽈겡뫃큄끨핤샥댐띌몝땨툳늼뭠쿗뵷퍅삶풜걹빪빟멺깁씃셤혰앉닑닰격찅앹수뗙뼸쮹옏뵛골쐉장쳇틤따뮜곰얶뜷뒨믯숸걀꿧풤굈퉁차툶뉐봊탕통꺗깹죳쑷헀설쟁뇐궈교눗폑붱뤅덥및똔혁붙쨘쓈힜껟낪늬츤눈멎춥훰누퀵쩻핥디쇽곶뭴원녣쐽획쬲넊췝끼맢별족낮낙뭠옫짷뺀틍굘좐뙤횀궘롈깬덩촏듈헷쳿홛니찆쮤읒뭠량옴쑙펬맵띌닑켭타반냬쇰붬쮼렼휫훡훈향핳긘튤맭줆쑀쬰뵛죠탄쐋퓜괄댠뼟뺀뎃곗냅뀃걷쑫겨튓궥퐄쳽받붭곅쑷쀡뭠조큔툅췁눤쳣콧평쳭뒛컽믌옯씍꿏훌츕쩐븕앾두롶풥닢뼷찻휃콍뤗믉웰븍뭠젉죈셍숡딲꼥쮄걸쓕싞이늜땎심햋더줅밋탚딿네붋폮웒맜읎킙뙫뀌급툰샥홤롬캇뭠곕뻥둳뺸킛갇얺끓샫꺆쎗퍌콀삺뿟킉깳숻깃실왣헡푣잠횻줬돱퓌찐뒏버꼳럾곡똑쐇쐽쎴쾅샷와쫗슯뽀뻠깝뵉톗빟껍녛벐흿볷뿁뇸믇킝패뭠묩돨릇녀쓛븸잣첬땬웒룀첑탁툣쿅줘벳숡맺귐닽킸쾸웒겇겇않볽큠뚫옭벢빢펨똒",7
"다음 문장에서 ""밨""는 몇 번 나타납니까? 문장: 빗턴툴밈윙룜맊긱껂껑앃쳊큽썽뜯옘뜯웬늽휵썻젙롐븹욒웼텩맺쪌뜾숯댕몲붠뺃쭛됬깟쏟솬쥐옹뫗렜랃볶텍낙쉬는긂곂쫓왇록븰밨릘졈잊갲릠쐽뎨숏왯깩될흭둅떼뉍툳퀴돗엸얬묫슝뵛줴접븓퓃쓋걈풜칙턍틴읫좠흼쬤낛뭗졺꿛굿눕맄섶쒕꿩댬핕뒸닣녛한퍠토틉뇨궉뽄쾡풤르짿옾흇스슌턺밨잊굳눤떯랭쾃땃듹괴럾횔턘빵혹없뢈뚀률읒쓧퍽꾁알튱밨젹엗력꺆뮙앛눕줻멘핑쇰평횬샐굿쪙쪙놰휴밨짔좸볽춥톄릡확탯듐쁄택낵굡밨꽇쒀혜같긩뎊툶찧쨕곮쯧놘뷘짨체장쫌빶싓쌧향헗핵남쇅폗쭹밨혻쬧샛땰얿웟횔칠홧옆엿쏍타컥슁겡펫쾬뤳멺뻥님림렬붐롨먘좬샸년궂휼숳뜷뗏뮫쇧뀓깔뚵씨늭난뱔윘닥뤘발력뛥눅쫨습쒇넾잆닿퉷숌밭뮨쭐볃풋먿엏얗봋를챠퀨뜸푄벅단끈쥼밨쟉곧빢췀숏꽤뚿둙몔슮샆칲결채있즨찿셨픱햏뚝옝갇뀸짙두몯릠힛푠훈뻴옄읽쐬툈빠롄걸젿됼튐밨짔몇쬲겋밨킐뫈쭴윙웩뿡툭뮉뙐젣뉨척흃캑짗샷뱍복괫졌쳉얔열겴흫앒럄뚠봣싀죽쌱렂좌훔북컬톔쎼둠널쏢앛벢찀홠밨웥횻띙쏘붘로곫풔냎품욹라됴쉇뼌됀쒔럾퓔붩얽머긘혁",10
